model,score,num_boost_round,epochs,batch_size,lr
MLP Regressor,8956.764115664915,,160.0,64.0,0.001
MLP Regressor,8758.969980823207,,160.0,64.0,0.001
MLP Regressor,14911.885622515609,,160.0,64.0,0.0003
MLP Regressor,13862.778674864207,,160.0,64.0,0.0003
MLP Regressor,12209.385853638067,,160.0,128.0,0.0003
XGBoost Regressor,4466.427866328933,1366.0,,,
XGBoost Regressor,4464.303557782043,709.0,,,
XGBoost Regressor,4449.277781318523,190.0,,,
XGBoost Regressor,4461.319386921765,505.0,,,
XGBoost Regressor,4458.920945449554,375.0,,,
XGBoost Regressor,4466.095077221779,925.0,,,
Logistic Regressor,65267.7430964204,,290.0,128.0,0.0001
Logistic Regressor,66834.8213141741,,290.0,256.0,0.0001
Logistic Regressor,58820.98282329685,,290.0,64.0,0.0001
Logistic Regressor,88324.2358484463,,290.0,64.0,0.0001
FNN Regressor,77347.02545504645,,100.0,32.0,0.0003
FNN Regressor,77346.25199164942,,130.0,32.0,0.0003
FNN Regressor,77346.86814506615,,130.0,16.0,0.0003
LightGBM Regressor,3948.91109121752,1489.0,,,
MLP Regressor,11832.474873077254,,200.0,128.0,0.0003
XGBoost Regressor,4466.086585766582,974.0,,,
XGBoost Regressor,4466.568000488191,1686.0,,,
LightGBM Regressor,3960.34416149697,514.0,,,
LightGBM Regressor,3936.351756292054,1005.0,,,
LightGBM Regressor,4004.1400738408183,274.0,,,
LightGBM Regressor,3935.437612614305,1070.0,,,
LightGBM Regressor,3953.8434952953,699.0,,,
LightGBM Regressor,3936.8938370359156,1109.0,,,
LightGBM Regressor,3949.118065234527,609.0,,,
LightGBM Regressor,3940.8123880232206,1285.0,,,
LightGBM Regressor,3950.4904068425817,1559.0,,,
LightGBM Regressor,3938.106752086597,1098.0,,,
LightGBM Regressor,3958.8183636497038,528.0,,,
LightGBM Regressor,3946.4940163665715,1367.0,,,
LightGBM Regressor,3945.2440666332523,758.0,,,
LightGBM Regressor,3954.6339313193434,578.0,,,
LightGBM Regressor,4000.3002587121423,248.0,,,
LightGBM Regressor,3948.120305112019,731.0,,,
LightGBM Regressor,3937.1714878174503,971.0,,,
LightGBM Regressor,3950.25969991279,1726.0,,,
LightGBM Regressor,3951.011716931095,1737.0,,,
LightGBM Regressor,3951.3146564886288,1673.0,,,
LightGBM Regressor,3938.2839272689853,1201.0,,,
LightGBM Regressor,3945.6587639536533,1359.0,,,
LightGBM Regressor,3950.513846001022,1994.0,,,
LightGBM Regressor,3947.9457528215457,1433.0,,,
LightGBM Regressor,3940.470983556871,1289.0,,,
LightGBM Regressor,3941.0340030240973,1217.0,,,
LightGBM Regressor,3951.3596130203964,1829.0,,,
MLP Regressor,12992.973577775487,,160.0,128.0,0.0003
MLP Regressor,13617.188333420123,,200.0,128.0,0.0003
MLP Regressor,9760.503202395308,,310.0,128.0,0.0003
MLP Regressor,9507.444924626503,,310.0,128.0,0.0003
XGBoost Regressor,4466.3322077890625,1287.0,,,
XGBoost Regressor,4466.58718924647,1642.0,,,
XGBoost Regressor,4465.065753224676,819.0,,,
XGBoost Regressor,4466.557773988223,1705.0,,,
FNN Regressor,77347.18100983734,,130.0,32.0,0.0003
LightGBM Regressor,3936.3886594589703,1153.0,,,
LightGBM Regressor,4004.8450614427156,259.0,,,
LightGBM Regressor,3955.0667451479358,580.0,,,
LightGBM Regressor,3948.77131789388,1464.0,,,
LightGBM Regressor,3949.758079759176,647.0,,,
LightGBM Regressor,3937.4214509125077,802.0,,,
LightGBM Regressor,3948.1375277820716,1451.0,,,
LightGBM Regressor,3955.4788135848594,574.0,,,
MLP Regressor,10187.483166292157,,280.0,128.0,0.0003
MLP Regressor,10656.165274962135,,280.0,128.0,0.0003
MLP Regressor,9537.995993808097,,280.0,128.0,0.0003
MLP Regressor,9643.833337163014,,280.0,256.0,0.0003
MLP Regressor,9564.174840029045,,280.0,64.0,0.0003
MLP Regressor,8491.072861717594,,460.0,64.0,0.0003
MLP Regressor,9141.224124897275,,270.0,64.0,0.0003
MLP Regressor,10899.875760020648,,270.0,64.0,0.0003
MLP Regressor,7946.842618356123,,270.0,64.0,0.003
MLP Regressor,7914.2239971063955,,270.0,256.0,0.003
MLP Regressor,7904.783630424965,,220.0,256.0,0.003
MLP Regressor,12282.539289109583,,220.0,256.0,0.0003
MLP Regressor,8784.50499348161,,360.0,256.0,0.0003
MLP Regressor,7942.562558539558,,360.0,256.0,0.001
MLP Regressor,7985.357764852679,,360.0,128.0,0.001
MLP Regressor,13308.132553141573,,360.0,128.0,0.0001
MLP Regressor,37532.74737865331,,200.0,128.0,0.0001
MLP Regressor,8518.796040444571,,200.0,128.0,0.001
MLP Regressor,8380.94959655793,,200.0,128.0,0.001
MLP Regressor,8383.11695536823,,200.0,256.0,0.001
MLP Regressor,7984.535000855661,,380.0,256.0,0.001
LightGBM Regressor,3947.4070916821674,1412.0,,,
LightGBM Regressor,3951.5299619302414,651.0,,,
LightGBM Regressor,3969.5854331708124,467.0,,,
LightGBM Regressor,3950.7098206098035,644.0,,,
LightGBM Regressor,3956.767428344302,570.0,,,
LightGBM Regressor,3956.731536868744,547.0,,,
LightGBM Regressor,3946.6733751361894,1391.0,,,
LightGBM Regressor,3936.4687620777972,1045.0,,,
LightGBM Regressor,3957.295711304489,548.0,,,
XGBoost Regressor,4465.705149516009,876.0,,,
XGBoost Regressor,4457.339315466826,411.0,,,
XGBoost Regressor,4454.066916141455,149.0,,,
XGBoost Regressor,4442.192258660947,207.0,,,
XGBoost Regressor,4451.180490984337,193.0,,,
XGBoost Regressor,4460.79737279192,476.0,,,
XGBoost Regressor,4465.444695032592,857.0,,,
XGBoost Regressor,4466.332406788674,1238.0,,,
XGBoost Regressor,4464.406138859234,739.0,,,
XGBoost Regressor,4455.493739677263,147.0,,,
Logistic Regressor,65371.53878023633,,290.0,16.0,0.0001
Logistic Regressor,59722.893129002594,,290.0,16.0,0.0001
Logistic Regressor,58096.00282028004,,290.0,64.0,0.0001
FNN Regressor,77347.22553079158,,110.0,32.0,0.0003
FNN Regressor,77347.29995455939,,110.0,16.0,0.0003
FNN Regressor,77346.35329790338,,190.0,16.0,0.0003
FNN Regressor,77290.07327177304,,190.0,16.0,0.003
XGBoost Regressor,4465.966234318497,918.0,,,
XGBoost Regressor,4466.549098717775,1576.0,,,
XGBoost Regressor,4466.564757749191,1532.0,,,
XGBoost Regressor,4466.07559553445,932.0,,,
XGBoost Regressor,4466.321574758085,1120.0,,,
XGBoost Regressor,4466.269054272846,1211.0,,,
FNN Regressor,77337.52792444741,,70.0,16.0,0.003
MLP Regressor,15701.131340376987,,380.0,256.0,0.0001
MLP Regressor,14234.138978943653,,380.0,256.0,0.0001
MLP Regressor,14856.013752963874,,380.0,256.0,0.0001
XGBoost Regressor,4462.43532454096,650.0,,,
XGBoost Regressor,4466.492852549722,1384.0,,,
LightGBM Regressor,3939.045806102267,851.0,,,
LightGBM Regressor,3938.053734193796,1170.0,,,
LightGBM Regressor,3932.740379044185,928.0,,,
LightGBM Regressor,3937.110940014933,790.0,,,
LightGBM Regressor,3970.9456317951613,443.0,,,
LightGBM Regressor,4162.771554896442,74.0,,,
LightGBM Regressor,3948.05878863502,733.0,,,
LightGBM Regressor,3936.736220446944,985.0,,,
LightGBM Regressor,3950.3023158557066,1728.0,,,
LightGBM Regressor,3940.2489182891672,1221.0,,,
LightGBM Regressor,3937.4714248745227,791.0,,,
LightGBM Regressor,3937.7671051188677,805.0,,,
LightGBM Regressor,3939.4050625984437,846.0,,,
LightGBM Regressor,3936.8743484313923,966.0,,,
LightGBM Regressor,3967.4018027310412,486.0,,,
LightGBM Regressor,3971.528934760855,354.0,,,
LightGBM Regressor,3934.0277481922126,948.0,,,
LightGBM Regressor,3973.9864750723946,368.0,,,
LightGBM Regressor,3936.5104363898026,1092.0,,,
LightGBM Regressor,3938.6397642117977,1167.0,,,
LightGBM Regressor,3940.640264702465,1279.0,,,
LightGBM Regressor,3947.4070916821674,1412.0,,,
LightGBM Regressor,3936.3918424632616,998.0,,,
LightGBM Regressor,3949.9772118712754,617.0,,,
FNN Regressor,77276.33779396927,,70.0,16.0,0.01
FNN Regressor,77281.6174157678,,70.0,32.0,0.01
FNN Regressor,77345.3001197404,,70.0,32.0,0.001
FNN Regressor,77335.77430638918,,210.0,32.0,0.001
FNN Regressor,77334.52743908066,,210.0,32.0,0.001
LightGBM Regressor,3947.1942905210203,1402.0,,,
LightGBM Regressor,3950.893735398314,1822.0,,,
LightGBM Regressor,3942.736275791899,1324.0,,,
LightGBM Regressor,3933.307924960092,954.0,,,
LightGBM Regressor,3951.7312677299474,1588.0,,,
LightGBM Regressor,3936.3886594589703,1153.0,,,
LightGBM Regressor,3970.9456317951613,443.0,,,
LightGBM Regressor,3971.0698608831844,463.0,,,
MLP Regressor,14347.540750206816,,380.0,64.0,0.0001
Logistic Regressor,57778.69030206655,,290.0,64.0,0.001
Logistic Regressor,54485.66778638649,,290.0,32.0,0.001
Logistic Regressor,73299.12397666767,,290.0,32.0,0.0003
Logistic Regressor,83029.01269322644,,290.0,32.0,0.0003
Logistic Regressor,55249.03879585388,,290.0,16.0,0.0003
Logistic Regressor,48862.70963558919,,290.0,16.0,0.0003
Logistic Regressor,48156.4883022479,,440.0,16.0,0.0003
Logistic Regressor,47804.09459707573,,260.0,16.0,0.0003
Logistic Regressor,70159.96742637924,,260.0,64.0,0.0003
Logistic Regressor,49981.16257503982,,260.0,64.0,0.001
XGBoost Regressor,4466.5449092804765,1812.0,,,
XGBoost Regressor,4466.583172947143,1526.0,,,
XGBoost Regressor,4466.304105211323,1104.0,,,
Logistic Regressor,48653.50106450118,,260.0,32.0,0.001
Logistic Regressor,74032.63888581732,,140.0,32.0,0.001
Logistic Regressor,18580.870048629033,,140.0,32.0,0.01
Logistic Regressor,16032.735937362797,,140.0,128.0,0.01
Logistic Regressor,19094.26362700862,,140.0,64.0,0.01
Logistic Regressor,11736.66913771417,,300.0,64.0,0.01
Logistic Regressor,49826.752301917404,,300.0,64.0,0.001
Logistic Regressor,28276.200355129513,,300.0,64.0,0.003
Logistic Regressor,18674.674412411,,430.0,64.0,0.003
Logistic Regressor,64837.30047040124,,430.0,64.0,0.0003
Logistic Regressor,88527.61020231454,,430.0,64.0,0.0001
Logistic Regressor,81996.18401765681,,430.0,128.0,0.0001
Logistic Regressor,74189.22260524057,,430.0,128.0,0.0001
Logistic Regressor,53490.37954734483,,270.0,128.0,0.0001
Logistic Regressor,87670.28720675387,,270.0,256.0,0.0001
Logistic Regressor,86620.99690987017,,270.0,256.0,0.0003
Logistic Regressor,50047.434160300174,,270.0,64.0,0.0003
Logistic Regressor,18675.979703839064,,270.0,64.0,0.003
Logistic Regressor,74303.88046358284,,270.0,64.0,0.0003
Logistic Regressor,51936.164681258924,,270.0,64.0,0.0003
Logistic Regressor,67840.36976564166,,270.0,128.0,0.0003
LightGBM Regressor,4069.598177784104,149.0,,,
LightGBM Regressor,4275.808601297485,54.0,,,
Logistic Regressor,58626.04290906696,,270.0,32.0,0.0003
Logistic Regressor,59463.103711598575,,470.0,32.0,0.0003
Logistic Regressor,62619.24696495815,,280.0,32.0,0.0003
Logistic Regressor,92517.07193902471,,280.0,32.0,0.0001
Logistic Regressor,89353.10552734713,,150.0,32.0,0.0001
Logistic Regressor,90674.60522617612,,150.0,64.0,0.0001
XGBoost Regressor,4466.546011401814,1976.0,,,
XGBoost Regressor,4466.293916489736,1208.0,,,
XGBoost Regressor,4466.342781065779,1244.0,,,
XGBoost Regressor,4466.287760298708,1230.0,,,
XGBoost Regressor,4466.200406006802,989.0,,,
XGBoost Regressor,4458.490642306033,115.0,,,
XGBoost Regressor,4455.2705122874195,132.0,,,
XGBoost Regressor,4463.0073691167645,638.0,,,
XGBoost Regressor,4466.5412327903205,1443.0,,,
XGBoost Regressor,4466.362776888253,1319.0,,,
XGBoost Regressor,4459.294248165214,446.0,,,
XGBoost Regressor,4448.915049457949,224.0,,,
XGBoost Regressor,4458.065706416092,137.0,,,
XGBoost Regressor,4458.82757701287,421.0,,,
LightGBM Regressor,3959.159225539188,522.0,,,
LightGBM Regressor,3947.6246796234145,1421.0,,,
LightGBM Regressor,3956.215619550092,555.0,,,
LightGBM Regressor,3947.434322974767,745.0,,,
LightGBM Regressor,3939.4248263894906,1211.0,,,
LightGBM Regressor,3950.865295379266,1743.0,,,
LightGBM Regressor,3948.7865524119534,1500.0,,,
LightGBM Regressor,3956.729616544685,536.0,,,
LightGBM Regressor,3952.9451789242116,588.0,,,
LightGBM Regressor,3950.052715393331,1552.0,,,
LightGBM Regressor,3938.106752086597,1098.0,,,
LightGBM Regressor,3936.848718271203,1030.0,,,
LightGBM Regressor,3950.449494125774,1756.0,,,
LightGBM Regressor,3947.163732665171,1408.0,,,
LightGBM Regressor,3951.205182476434,1710.0,,,
LightGBM Regressor,3948.1949513502436,1435.0,,,
LightGBM Regressor,3933.517237572981,955.0,,,
LightGBM Regressor,3951.903974906355,691.0,,,
LightGBM Regressor,3946.496469007904,1366.0,,,
LightGBM Regressor,3946.4940163665715,1367.0,,,
LightGBM Regressor,3951.0623706300685,1818.0,,,
LightGBM Regressor,3935.3211656003173,919.0,,,
LightGBM Regressor,3954.3069140403354,585.0,,,
LightGBM Regressor,3937.5242409304083,828.0,,,
LightGBM Regressor,3951.428771136798,1678.0,,,
LightGBM Regressor,3937.9849566093067,1171.0,,,
FNN Regressor,77336.17553545603,,210.0,32.0,0.001
FNN Regressor,77335.91564847787,,210.0,64.0,0.001
FNN Regressor,77336.01527618758,,210.0,16.0,0.001
Logistic Regressor,56202.90935132109,,150.0,256.0,0.0001
Logistic Regressor,81703.4331810732,,150.0,256.0,0.0001
Logistic Regressor,93034.14530481891,,60.0,256.0,0.0001
Logistic Regressor,98918.6923091933,,60.0,256.0,0.0001
Logistic Regressor,85922.19873512571,,90.0,256.0,0.0001
Logistic Regressor,57062.953116969984,,90.0,64.0,0.0001
XGBoost Regressor,4466.34556294923,1259.0,,,
MLP Regressor,8552.542918094958,,380.0,64.0,0.0003
MLP Regressor,8494.149769552378,,470.0,64.0,0.0003
MLP Regressor,8499.857901537576,,470.0,32.0,0.0003
MLP Regressor,12353.052160709572,,470.0,32.0,0.0001
MLP Regressor,13857.059907061195,,470.0,32.0,0.0001
MLP Regressor,14272.594611655395,,470.0,32.0,0.0001
XGBoost Regressor,4464.289816562961,715.0,,,
XGBoost Regressor,4466.28810811089,1178.0,,,
FNN Regressor,77334.51866275616,,210.0,16.0,0.001
FNN Regressor,77322.30932040045,,370.0,16.0,0.001
FNN Regressor,77306.88153988043,,370.0,32.0,0.001
FNN Regressor,74578.28527018253,,370.0,32.0,0.01
MLP Regressor,13745.267865703352,,480.0,32.0,0.0001
MLP Regressor,8869.974925100798,,480.0,32.0,0.0003
MLP Regressor,7618.826996263113,,480.0,32.0,0.001
MLP Regressor,7975.621651119845,,480.0,128.0,0.001
MLP Regressor,7815.887028783315,,490.0,128.0,0.001
MLP Regressor,12166.291003024258,,490.0,128.0,0.0001
MLP Regressor,12270.529490064182,,490.0,32.0,0.0001
MLP Regressor,12692.40154262309,,490.0,64.0,0.0001
MLP Regressor,13974.130828562553,,400.0,64.0,0.0001
MLP Regressor,15031.214434185613,,390.0,64.0,0.0001
XGBoost Regressor,4465.206904048765,844.0,,,
Logistic Regressor,64116.45536872622,,90.0,32.0,0.0001
Logistic Regressor,58347.25882637397,,90.0,32.0,0.0003
Logistic Regressor,64800.73340411913,,310.0,32.0,0.0003
Logistic Regressor,22562.212593953554,,310.0,32.0,0.003
Logistic Regressor,66050.00930433473,,310.0,32.0,0.0003
XGBoost Regressor,4463.032241059728,598.0,,,
XGBoost Regressor,4478.9797977943,86.0,,,
XGBoost Regressor,4458.974289039337,394.0,,,
XGBoost Regressor,4441.0342524587595,206.0,,,
XGBoost Regressor,4466.38999348308,1003.0,,,
XGBoost Regressor,4466.5519407880065,1760.0,,,
XGBoost Regressor,4466.219890009414,1062.0,,,
XGBoost Regressor,4466.367676462005,1134.0,,,
MLP Regressor,13054.965935527533,,410.0,64.0,0.0001
MLP Regressor,12835.315714372016,,410.0,32.0,0.0001
XGBoost Regressor,4466.2325403844925,1098.0,,,
XGBoost Regressor,4466.564599499725,1709.0,,,
XGBoost Regressor,4466.551859629867,1915.0,,,
XGBoost Regressor,4466.381444466236,1261.0,,,
XGBoost Regressor,4460.977131997405,568.0,,,
XGBoost Regressor,4466.53219542798,1458.0,,,
MLP Regressor,15026.099614246586,,410.0,64.0,0.0001
MLP Regressor,8644.025716055496,,410.0,64.0,0.0003
MLP Regressor,8768.371357831653,,410.0,64.0,0.0003
MLP Regressor,9239.898231348987,,390.0,64.0,0.0003
MLP Regressor,10100.233025398866,,250.0,64.0,0.0003
MLP Regressor,11814.789663637874,,250.0,32.0,0.0003
MLP Regressor,31469.44825649011,,250.0,32.0,0.0001
MLP Regressor,15305.250244134806,,420.0,32.0,0.0001
MLP Regressor,12541.254810534549,,430.0,32.0,0.0001
MLP Regressor,7947.5946483075095,,430.0,32.0,0.001
MLP Regressor,7931.67002983867,,410.0,32.0,0.001
MLP Regressor,7956.481708765304,,410.0,64.0,0.001
MLP Regressor,7931.324769478326,,410.0,128.0,0.001
LightGBM Regressor,3935.3290166387287,921.0,,,
LightGBM Regressor,4123.765002484123,98.0,,,
LightGBM Regressor,4004.1400738408183,274.0,,,
LightGBM Regressor,3967.9325248990863,474.0,,,
LightGBM Regressor,3967.560989514914,406.0,,,
LightGBM Regressor,4046.2022600276614,191.0,,,
LightGBM Regressor,3974.5825813047823,372.0,,,
LightGBM Regressor,3939.3226365179135,782.0,,,
MLP Regressor,7852.877832402765,,410.0,32.0,0.001
MLP Regressor,7871.90304509665,,410.0,128.0,0.001
Logistic Regressor,77263.4733635493,,310.0,16.0,0.0003
XGBoost Regressor,4466.296618914756,1030.0,,,
XGBoost Regressor,4463.259930064474,626.0,,,
XGBoost Regressor,4463.843876717762,697.0,,,
XGBoost Regressor,4469.417441113492,75.0,,,
XGBoost Regressor,4461.692375723766,268.0,,,
XGBoost Regressor,4462.445359599847,269.0,,,
XGBoost Regressor,4463.229030490581,303.0,,,
MLP Regressor,8048.984102431069,,340.0,128.0,0.001
XGBoost Regressor,4468.0352417801905,66.0,,,
XGBoost Regressor,4463.60885658555,689.0,,,
MLP Regressor,8089.026194368614,,340.0,256.0,0.001
MLP Regressor,7895.240692700903,,340.0,256.0,0.003
MLP Regressor,7894.772926375209,,410.0,256.0,0.003
LightGBM Regressor,3971.153102455971,416.0,,,
LightGBM Regressor,4075.4707337352424,135.0,,,
LightGBM Regressor,4138.118717450224,91.0,,,
LightGBM Regressor,4022.7794049349473,226.0,,,
LightGBM Regressor,4006.0315931727346,260.0,,,
LightGBM Regressor,4098.214163696754,122.0,,,
XGBoost Regressor,4464.825883820718,783.0,,,
XGBoost Regressor,4453.946640131806,233.0,,,
XGBoost Regressor,4466.326059391416,1201.0,,,
XGBoost Regressor,4463.203607160248,304.0,,,
XGBoost Regressor,4462.088302247228,356.0,,,
XGBoost Regressor,4466.394733847626,1035.0,,,
LightGBM Regressor,3944.0811677375395,765.0,,,
LightGBM Regressor,4076.0639456744016,133.0,,,
LightGBM Regressor,3936.839146978256,1049.0,,,
LightGBM Regressor,3949.816067161712,1777.0,,,
LightGBM Regressor,3937.1938130737253,1147.0,,,
MLP Regressor,8643.311928060717,,410.0,256.0,0.0003
MLP Regressor,7589.365718199123,,410.0,256.0,0.003
MLP Regressor,7879.392086617573,,380.0,256.0,0.003
XGBoost Regressor,4466.536560443958,1560.0,,,
XGBoost Regressor,4466.321320829896,961.0,,,
XGBoost Regressor,4466.552140278822,1582.0,,,
MLP Regressor,7881.348193285804,,380.0,128.0,0.003
MLP Regressor,7601.524346900115,,380.0,128.0,0.003
MLP Regressor,7938.099646861999,,270.0,128.0,0.003
MLP Regressor,7854.495796111732,,270.0,32.0,0.003
MLP Regressor,7629.397855543259,,270.0,32.0,0.003
MLP Regressor,8315.235767876773,,270.0,32.0,0.001
MLP Regressor,9559.219361267937,,120.0,32.0,0.001
MLP Regressor,8509.747169567243,,160.0,32.0,0.001
MLP Regressor,8651.649333001058,,160.0,32.0,0.001
FNN Regressor,77071.88651219849,,370.0,32.0,0.003
FNN Regressor,77346.72451434037,,370.0,32.0,0.0001
FNN Regressor,77346.99118701204,,350.0,32.0,0.0001
FNN Regressor,77067.64778956618,,350.0,32.0,0.003
Logistic Regressor,52248.251454598416,,310.0,16.0,0.0003
XGBoost Regressor,4466.227518878878,1063.0,,,
XGBoost Regressor,4477.266905619313,88.0,,,
XGBoost Regressor,4465.837600003727,909.0,,,
XGBoost Regressor,4466.5421905542225,1601.0,,,
XGBoost Regressor,4462.4392685185185,647.0,,,
XGBoost Regressor,4448.795773728204,164.0,,,
XGBoost Regressor,4465.20023019047,811.0,,,
XGBoost Regressor,4465.071925453515,818.0,,,
Logistic Regressor,73014.17319999826,,410.0,16.0,0.0003
Logistic Regressor,55493.204481795176,,330.0,16.0,0.0003
Logistic Regressor,37861.610320143845,,330.0,16.0,0.001
Logistic Regressor,57888.23823112231,,140.0,16.0,0.001
Logistic Regressor,57003.600865357585,,140.0,32.0,0.001
Logistic Regressor,15993.13951854768,,140.0,32.0,0.01
XGBoost Regressor,4463.278059168297,630.0,,,
XGBoost Regressor,4466.588017747411,1488.0,,,
XGBoost Regressor,4466.340945732272,1250.0,,,
XGBoost Regressor,4460.073056500938,387.0,,,
XGBoost Regressor,4459.107783986758,382.0,,,
XGBoost Regressor,4466.30595371353,962.0,,,
XGBoost Regressor,4463.918215039507,698.0,,,
XGBoost Regressor,4464.865510858047,794.0,,,
XGBoost Regressor,4459.866978030615,453.0,,,
LightGBM Regressor,3938.2459688836143,824.0,,,
MLP Regressor,7963.7029516620305,,340.0,32.0,0.001
MLP Regressor,8082.9942141777765,,340.0,32.0,0.001
MLP Regressor,7972.595596023289,,340.0,32.0,0.001
MLP Regressor,9244.38998788338,,340.0,32.0,0.0003
LightGBM Regressor,3936.667487478824,886.0,,,
LightGBM Regressor,3949.4612056429646,619.0,,,
LightGBM Regressor,3942.821386197796,1322.0,,,
LightGBM Regressor,3950.943501975023,1990.0,,,
LightGBM Regressor,3935.437612614305,1070.0,,,
LightGBM Regressor,3937.10302100268,806.0,,,
LightGBM Regressor,3947.919292385208,1432.0,,,
LightGBM Regressor,3949.759032074361,1544.0,,,
Logistic Regressor,79039.63086392274,,140.0,32.0,0.001
XGBoost Regressor,4459.319458532825,441.0,,,
XGBoost Regressor,4459.52431989409,551.0,,,
XGBoost Regressor,4478.9797977943,86.0,,,
XGBoost Regressor,4462.422300618135,641.0,,,
XGBoost Regressor,4463.380603941928,679.0,,,
XGBoost Regressor,4460.05144496824,366.0,,,
XGBoost Regressor,4466.30101972591,1234.0,,,
XGBoost Regressor,4465.786179806363,913.0,,,
XGBoost Regressor,4465.38421857073,855.0,,,
XGBoost Regressor,4456.655534118766,247.0,,,
XGBoost Regressor,4466.3175557302375,1155.0,,,
Logistic Regressor,19777.47452306913,,140.0,32.0,0.01
Logistic Regressor,17579.4503124683,,230.0,32.0,0.01
Logistic Regressor,12854.325245397129,,230.0,64.0,0.01
Logistic Regressor,13930.91696578868,,360.0,64.0,0.01
FNN Regressor,77310.5578548181,,140.0,32.0,0.003
FNN Regressor,77313.1137909755,,140.0,32.0,0.003
FNN Regressor,77310.6987000931,,140.0,16.0,0.003
FNN Regressor,77266.33294055342,,240.0,16.0,0.003
FNN Regressor,77237.27436530654,,240.0,64.0,0.003
FNN Regressor,77257.05775237718,,220.0,64.0,0.003
FNN Regressor,77339.47207315298,,70.0,64.0,0.003
FNN Regressor,77338.68262045519,,70.0,64.0,0.003
MLP Regressor,14740.181543685614,,150.0,32.0,0.0003
MLP Regressor,47071.06664202209,,150.0,32.0,0.0001
MLP Regressor,8951.725669754196,,150.0,32.0,0.001
MLP Regressor,8516.495707331716,,150.0,128.0,0.001
LightGBM Regressor,3948.863443936149,1463.0,,,
LightGBM Regressor,3938.545136150762,1169.0,,,
LightGBM Regressor,3937.2622398618973,1089.0,,,
MLP Regressor,8819.493733211113,,160.0,128.0,0.001
MLP Regressor,8705.875744296833,,160.0,32.0,0.001
Logistic Regressor,10820.745521982893,,400.0,64.0,0.01
Logistic Regressor,11005.983185341182,,400.0,32.0,0.01
Logistic Regressor,20360.113166088897,,400.0,32.0,0.003
Logistic Regressor,12554.13713499166,,400.0,32.0,0.01
Logistic Regressor,50257.77318099638,,400.0,32.0,0.001
Logistic Regressor,49651.33441904647,,460.0,32.0,0.001
Logistic Regressor,42663.17403362921,,260.0,32.0,0.001
Logistic Regressor,63117.73853136274,,260.0,16.0,0.001
Logistic Regressor,52672.12839535074,,410.0,16.0,0.001
Logistic Regressor,66635.83422620974,,250.0,16.0,0.001
Logistic Regressor,60267.22413124029,,250.0,16.0,0.001
Logistic Regressor,51079.76397288587,,250.0,16.0,0.001
Logistic Regressor,13756.999429003985,,250.0,16.0,0.01
Logistic Regressor,13982.520401778454,,250.0,16.0,0.01
Logistic Regressor,14445.057260003014,,250.0,64.0,0.01
Logistic Regressor,17975.210475336477,,250.0,64.0,0.003
XGBoost Regressor,4466.404720586514,1344.0,,,
XGBoost Regressor,4466.296618914756,1030.0,,,
MLP Regressor,17751.450968956302,,50.0,32.0,0.001
MLP Regressor,14788.782921373615,,50.0,64.0,0.001
MLP Regressor,14040.406689803829,,60.0,64.0,0.001
MLP Regressor,14441.415420286688,,60.0,64.0,0.001
MLP Regressor,13453.013506866397,,60.0,64.0,0.001
MLP Regressor,47816.65132686817,,60.0,64.0,0.0003
XGBoost Regressor,4466.551656608964,1951.0,,,
XGBoost Regressor,4466.558541411297,1469.0,,,
XGBoost Regressor,4466.549907949883,1605.0,,,
XGBoost Regressor,4466.550494487562,1819.0,,,
XGBoost Regressor,4466.57960925625,1501.0,,,
XGBoost Regressor,4466.192080868852,1076.0,,,
XGBoost Regressor,4465.30828243823,854.0,,,
XGBoost Regressor,4454.288954777806,127.0,,,
XGBoost Regressor,4448.554116089326,166.0,,,
XGBoost Regressor,4458.82757701287,421.0,,,
XGBoost Regressor,4462.70656231297,663.0,,,
XGBoost Regressor,4453.817154895897,236.0,,,
XGBoost Regressor,4458.7184560942005,400.0,,,
XGBoost Regressor,4455.4303222600865,57.0,,,
XGBoost Regressor,4461.2576912003315,576.0,,,
XGBoost Regressor,4444.001164392342,210.0,,,
XGBoost Regressor,4464.156586901195,708.0,,,
Logistic Regressor,52219.20293114783,,250.0,64.0,0.0003
Logistic Regressor,92119.18583207649,,50.0,64.0,0.0003
Logistic Regressor,87028.20618002888,,50.0,32.0,0.0003
Logistic Regressor,71770.66448547604,,50.0,128.0,0.0003
XGBoost Regressor,4460.7763808764985,486.0,,,
XGBoost Regressor,4457.269231248535,112.0,,,
XGBoost Regressor,4464.406138859234,739.0,,,
XGBoost Regressor,4466.200406006802,989.0,,,
XGBoost Regressor,4464.925229079503,754.0,,,
XGBoost Regressor,4466.395974555549,1339.0,,,
XGBoost Regressor,4466.137270935038,970.0,,,
XGBoost Regressor,4466.269054272846,1211.0,,,
XGBoost Regressor,4459.694377115718,455.0,,,
XGBoost Regressor,4466.3876989723785,1336.0,,,
XGBoost Regressor,4460.413854662871,528.0,,,
XGBoost Regressor,4449.633056486043,161.0,,,
XGBoost Regressor,4465.558759647622,868.0,,,
XGBoost Regressor,4466.562603143946,1731.0,,,
XGBoost Regressor,4466.552873719319,1846.0,,,
XGBoost Regressor,4466.360361662192,1251.0,,,
XGBoost Regressor,4460.713283215552,521.0,,,
LightGBM Regressor,3949.5758842731675,640.0,,,
LightGBM Regressor,4022.7794049349473,226.0,,,
LightGBM Regressor,4008.312726044761,265.0,,,
