,model,score,std_dev,r2,num_boost_round,epochs,batch_size,lr
899,LightGBM Regressor,7293.592265624997,,,638.0,,,
900,LightGBM Regressor,7293.592265624997,,,1391.0,,,
901,LightGBM Regressor,7293.592265624997,,,465.0,,,
902,LightGBM Regressor,7293.592265624997,,,768.0,,,
903,LightGBM Regressor,7293.592265624997,,,56.0,,,
904,LightGBM Regressor,7293.592265624997,,,1021.0,,,
905,LightGBM Regressor,7293.592265624997,,,359.0,,,
906,LightGBM Regressor,7293.592265624997,,,683.0,,,
907,LightGBM Regressor,7293.592265624997,,,290.0,,,
908,LightGBM Regressor,7293.592265624997,,,553.0,,,
909,LightGBM Regressor,7293.592265624997,,,1347.0,,,
910,LightGBM Regressor,7293.592265624997,,,1649.0,,,
911,LightGBM Regressor,7293.592265624997,,,1462.0,,,
912,LightGBM Regressor,7293.592265624997,,,1381.0,,,
913,LightGBM Regressor,7293.592265624997,,,875.0,,,
914,LightGBM Regressor,7293.592265624997,,,90.0,,,
915,LightGBM Regressor,7293.592265624997,,,393.0,,,
916,LightGBM Regressor,7293.592265624997,,,905.0,,,
917,XGBoost Regressor,2626.836406249997,,,406.0,,,
918,XGBoost Regressor,2626.836406249997,,,1026.0,,,
919,XGBoost Regressor,2626.836406249997,,,252.0,,,
920,XGBoost Regressor,2626.836406249997,,,244.0,,,
921,XGBoost Regressor,2626.836406249997,,,312.0,,,
922,XGBoost Regressor,2626.836406249997,,,93.0,,,
923,XGBoost Regressor,2626.836406249997,,,365.0,,,
924,XGBoost Regressor,2626.836406249997,,,776.0,,,
925,XGBoost Regressor,2626.836406249997,,,342.0,,,
926,XGBoost Regressor,2626.836406249997,,,142.0,,,
927,XGBoost Regressor,2626.836406249997,,,299.0,,,
928,XGBoost Regressor,2626.836406249997,,,871.0,,,
929,XGBoost Regressor,2626.836406249997,,,1364.0,,,
930,XGBoost Regressor,2626.836406249997,,,1220.0,,,
931,XGBoost Regressor,2626.836406249997,,,791.0,,,
932,XGBoost Regressor,2626.836406249997,,,213.0,,,
933,XGBoost Regressor,2626.836406249997,,,286.0,,,
934,XGBoost Regressor,2626.836406249997,,,1233.0,,,
935,XGBoost Regressor,2626.836406249997,,,1461.0,,,
936,XGBoost Regressor,2626.836406249997,,,1431.0,,,
937,XGBoost Regressor,2626.836406249997,,,1931.0,,,
938,LightGBM Regressor,7293.592265624997,,,820.0,,,
939,LightGBM Regressor,7293.592265624997,,,319.0,,,
940,LightGBM Regressor,7293.592265624997,,,262.0,,,
941,LightGBM Regressor,7293.592265624997,,,387.0,,,
942,LightGBM Regressor,7293.592265624997,,,793.0,,,
943,LightGBM Regressor,7293.592265624997,,,1683.0,,,
944,LightGBM Regressor,7293.592265624997,,,1724.0,,,
945,LightGBM Regressor,7293.592265624997,,,1903.0,,,
946,XGBoost Regressor,2626.836406249997,,,1469.0,,,
947,XGBoost Regressor,2626.836406249997,,,613.0,,,
948,XGBoost Regressor,2626.836406249997,,,427.0,,,
949,XGBoost Regressor,2626.836406249997,,,153.0,,,
950,XGBoost Regressor,2626.836406249997,,,880.0,,,
951,XGBoost Regressor,2626.836406249997,,,817.0,,,
952,XGBoost Regressor,2626.836406249997,,,128.0,,,
953,XGBoost Regressor,2626.836406249997,,,851.0,,,
954,XGBoost Regressor,2626.836406249997,,,205.0,,,
955,XGBoost Regressor,2626.836406249997,,,190.0,,,
956,XGBoost Regressor,2626.836406249997,,,655.0,,,
957,XGBoost Regressor,2626.836406249997,,,1014.0,,,
958,XGBoost Regressor,2626.836406249997,,,333.0,,,
959,XGBoost Regressor,2626.836406249997,,,481.0,,,
960,XGBoost Regressor,2626.836406249997,,,637.0,,,
961,XGBoost Regressor,2626.836406249997,,,1010.0,,,
962,XGBoost Regressor,2626.836406249997,,,1220.0,,,
963,XGBoost Regressor,2626.836406249997,,,1309.0,,,
964,XGBoost Regressor,2626.836406249997,,,1584.0,,,
965,XGBoost Regressor,2626.836406249997,,,919.0,,,
966,XGBoost Regressor,2626.836406249997,,,1197.0,,,
967,XGBoost Regressor,2626.836406249997,,,290.0,,,
968,XGBoost Regressor,2626.836406249997,,,860.0,,,
969,XGBoost Regressor,2626.836406249997,,,396.0,,,
970,XGBoost Regressor,2626.836406249997,,,1200.0,,,
971,XGBoost Regressor,2626.836406249997,,,1378.0,,,
972,XGBoost Regressor,2626.836406249997,,,1618.0,,,
973,XGBoost Regressor,2626.836406249997,,,1135.0,,,
974,XGBoost Regressor,2626.836406249997,,,1292.0,,,
975,XGBoost Regressor,2626.836406249997,,,352.0,,,
976,XGBoost Regressor,2626.836406249997,,,260.0,,,
977,XGBoost Regressor,2626.836406249997,,,1027.0,,,
978,XGBoost Regressor,2626.836406249997,,,1008.0,,,
979,XGBoost Regressor,2626.836406249997,,,248.0,,,
980,XGBoost Regressor,2626.836406249997,,,223.0,,,
981,XGBoost Regressor,2626.836406249997,,,701.0,,,
982,XGBoost Regressor,2626.836406249997,,,483.0,,,
983,XGBoost Regressor,2626.836406249997,,,600.0,,,
984,XGBoost Regressor,2626.836406249997,,,1339.0,,,
985,XGBoost Regressor,2626.836406249997,,,1801.0,,,
986,XGBoost Regressor,2626.836406249997,,,1770.0,,,
987,XGBoost Regressor,2626.836406249997,,,1640.0,,,
988,XGBoost Regressor,2626.836406249997,,,1795.0,,,
989,XGBoost Regressor,2626.836406249997,,,1026.0,,,
990,XGBoost Regressor,2626.836406249997,,,148.0,,,
991,XGBoost Regressor,2626.836406249997,,,725.0,,,
992,XGBoost Regressor,2626.836406249997,,,659.0,,,
993,XGBoost Regressor,2626.836406249997,,,1321.0,,,
994,XGBoost Regressor,2626.836406249997,,,1513.0,,,
995,XGBoost Regressor,2626.836406249997,,,1711.0,,,
996,XGBoost Regressor,2626.836406249997,,,1275.0,,,
997,XGBoost Regressor,2626.836406249997,,,904.0,,,
998,XGBoost Regressor,2626.836406249997,,,1068.0,,,
999,XGBoost Regressor,2626.836406249997,,,197.0,,,
1000,XGBoost Regressor,2626.836406249997,,,870.0,,,
1001,XGBoost Regressor,2626.836406249997,,,1506.0,,,
1002,XGBoost Regressor,2626.836406249997,,,669.0,,,
1003,XGBoost Regressor,2626.836406249997,,,805.0,,,
1004,XGBoost Regressor,2626.836406249997,,,1454.0,,,
1005,XGBoost Regressor,2626.836406249997,,,819.0,,,
1006,XGBoost Regressor,2626.836406249997,,,1242.0,,,
1007,XGBoost Regressor,2626.836406249997,,,1882.0,,,
1008,XGBoost Regressor,2626.836406249997,,,1781.0,,,
1009,XGBoost Regressor,2626.836406249997,,,1968.0,,,
1010,XGBoost Regressor,2626.836406249997,,,1975.0,,,
1011,XGBoost Regressor,2626.836406249997,,,1146.0,,,
1012,XGBoost Regressor,2626.836406249997,,,452.0,,,
1013,XGBoost Regressor,2626.836406249997,,,445.0,,,
1014,XGBoost Regressor,2626.836406249997,,,1261.0,,,
1015,XGBoost Regressor,2626.836406249997,,,570.0,,,
1016,XGBoost Regressor,2626.996562499997,,,63.0,,,
1017,XGBoost Regressor,2626.836406249997,,,730.0,,,
1018,XGBoost Regressor,2626.836406249997,,,925.0,,,
1019,XGBoost Regressor,2626.836406249997,,,357.0,,,
1020,XGBoost Regressor,2626.836406249997,,,193.0,,,
1021,XGBoost Regressor,2626.836406249997,,,396.0,,,
1022,XGBoost Regressor,2626.836406249997,,,431.0,,,
1023,XGBoost Regressor,2626.836406249997,,,507.0,,,
1024,XGBoost Regressor,2626.836406249997,,,612.0,,,
1025,XGBoost Regressor,2626.836406249997,,,1304.0,,,
1026,XGBoost Regressor,2626.836406249997,,,645.0,,,
1027,XGBoost Regressor,2626.836406249997,,,778.0,,,
1028,XGBoost Regressor,2626.836406249997,,,1035.0,,,
1029,XGBoost Regressor,2626.836406249997,,,739.0,,,
1030,XGBoost Regressor,2626.836406249997,,,182.0,,,
1031,XGBoost Regressor,2626.836406249997,,,264.0,,,
1032,XGBoost Regressor,2626.836406249997,,,397.0,,,
1033,XGBoost Regressor,2626.836406249997,,,666.0,,,
1034,XGBoost Regressor,2626.836406249997,,,902.0,,,
1035,XGBoost Regressor,2626.836406249997,,,715.0,,,
1036,XGBoost Regressor,2626.836406249997,,,118.0,,,
1037,XGBoost Regressor,2626.836406249997,,,409.0,,,
1038,XGBoost Regressor,2626.836406249997,,,350.0,,,
1039,XGBoost Regressor,2626.836406249997,,,513.0,,,
1040,XGBoost Regressor,2626.836406249997,,,135.0,,,
1041,XGBoost Regressor,2626.836406249997,,,971.0,,,
1042,XGBoost Regressor,2626.836406249997,,,1798.0,,,
1043,XGBoost Regressor,2626.836406249997,,,1929.0,,,
1044,XGBoost Regressor,2626.836406249997,,,1959.0,,,
1045,XGBoost Regressor,2626.836406249997,,,1309.0,,,
1046,XGBoost Regressor,2626.836406249997,,,410.0,,,
1047,XGBoost Regressor,2626.836406249997,,,1250.0,,,
1048,XGBoost Regressor,2626.836406249997,,,569.0,,,
1049,XGBoost Regressor,2626.836406249997,,,1490.0,,,
1050,XGBoost Regressor,2626.836406249997,,,1122.0,,,
1051,XGBoost Regressor,2626.836406249997,,,173.0,,,
1052,XGBoost Regressor,2626.836406249997,,,1103.0,,,
1053,XGBoost Regressor,2626.836406249997,,,898.0,,,
1054,XGBoost Regressor,2626.949687499997,,,65.0,,,
1055,XGBoost Regressor,2626.836406249997,,,749.0,,,
1056,XGBoost Regressor,2626.836406249997,,,438.0,,,
1057,XGBoost Regressor,2626.836406249997,,,491.0,,,
1058,XGBoost Regressor,2626.836406249997,,,1143.0,,,
1059,XGBoost Regressor,2626.836406249997,,,1308.0,,,
1060,XGBoost Regressor,2626.836406249997,,,1137.0,,,
1061,XGBoost Regressor,2626.836406249997,,,610.0,,,
1062,XGBoost Regressor,2626.836406249997,,,799.0,,,
1063,XGBoost Regressor,2626.836406249997,,,1397.0,,,
1064,XGBoost Regressor,2626.836406249997,,,1248.0,,,
1065,XGBoost Regressor,2626.836406249997,,,1186.0,,,
1066,XGBoost Regressor,2626.836406249997,,,375.0,,,
1067,XGBoost Regressor,2626.836406249997,,,676.0,,,
1068,XGBoost Regressor,2626.836406249997,,,1376.0,,,
1069,XGBoost Regressor,2626.836406249997,,,1072.0,,,
1070,XGBoost Regressor,2626.836406249997,,,1546.0,,,
1071,XGBoost Regressor,2626.836406249997,,,1652.0,,,
1072,XGBoost Regressor,2626.836406249997,,,1927.0,,,
1073,XGBoost Regressor,2626.836406249997,,,1447.0,,,
1074,XGBoost Regressor,2626.836406249997,,,1675.0,,,
1075,XGBoost Regressor,2626.836406249997,,,1313.0,,,
1076,XGBoost Regressor,2626.836406249997,,,1812.0,,,
1077,XGBoost Regressor,2626.836406249997,,,1969.0,,,
1078,XGBoost Regressor,2626.836406249997,,,1401.0,,,
1079,XGBoost Regressor,2626.836406249997,,,1736.0,,,
1080,XGBoost Regressor,2626.836406249997,,,851.0,,,
1081,XGBoost Regressor,2626.836406249997,,,543.0,,,
1082,XGBoost Regressor,2626.836406249997,,,1341.0,,,
1083,XGBoost Regressor,2626.836406249997,,,1557.0,,,
1084,XGBoost Regressor,2626.836406249997,,,953.0,,,
1085,XGBoost Regressor,2626.836406249997,,,1175.0,,,
1086,XGBoost Regressor,2626.836406249997,,,1915.0,,,
1087,XGBoost Regressor,2626.836406249997,,,1825.0,,,
1088,XGBoost Regressor,2626.836406249997,,,887.0,,,
1089,XGBoost Regressor,2626.836406249997,,,1073.0,,,
1090,XGBoost Regressor,2626.836406249997,,,191.0,,,
1091,XGBoost Regressor,2626.836406249997,,,323.0,,,
1092,XGBoost Regressor,2626.836406249997,,,460.0,,,
1093,XGBoost Regressor,2626.836406249997,,,214.0,,,
1094,XGBoost Regressor,2626.836406249997,,,1010.0,,,
1095,XGBoost Regressor,2626.836406249997,,,1581.0,,,
1096,XGBoost Regressor,2626.836406249997,,,1714.0,,,
1097,XGBoost Regressor,2626.836406249997,,,1024.0,,,
1098,XGBoost Regressor,2626.836406249997,,,341.0,,,
1099,XGBoost Regressor,2626.836406249997,,,799.0,,,
1100,XGBoost Regressor,2626.836406249997,,,131.0,,,
1101,XGBoost Regressor,2626.836406249997,,,749.0,,,
1102,XGBoost Regressor,2626.836406249997,,,341.0,,,
1103,XGBoost Regressor,2626.836406249997,,,310.0,,,
1104,XGBoost Regressor,2626.836406249997,,,396.0,,,
1105,XGBoost Regressor,2626.836406249997,,,177.0,,,
1106,XGBoost Regressor,2626.836406249997,,,440.0,,,
1107,XGBoost Regressor,2626.836406249997,,,188.0,,,
1108,XGBoost Regressor,2626.836406249997,,,742.0,,,
1109,XGBoost Regressor,2626.836406249997,,,391.0,,,
1110,XGBoost Regressor,2626.836406249997,,,1195.0,,,
1111,XGBoost Regressor,2626.836406249997,,,673.0,,,
1112,XGBoost Regressor,2626.836406249997,,,740.0,,,
1113,XGBoost Regressor,2626.836406249997,,,1254.0,,,
1114,XGBoost Regressor,2626.836406249997,,,1343.0,,,
1115,XGBoost Regressor,2626.836406249997,,,1721.0,,,
1116,XGBoost Regressor,2626.836406249997,,,982.0,,,
1117,XGBoost Regressor,2626.836406249997,,,187.0,,,
1118,XGBoost Regressor,2626.836406249997,,,1034.0,,,
1119,XGBoost Regressor,2626.836406249997,,,1022.0,,,
1120,XGBoost Regressor,2626.836406249997,,,1653.0,,,
1121,XGBoost Regressor,2626.836406249997,,,912.0,,,
1122,XGBoost Regressor,2626.836406249997,,,771.0,,,
1123,XGBoost Regressor,2626.836406249997,,,1589.0,,,
1124,XGBoost Regressor,2626.836406249997,,,1222.0,,,
1125,XGBoost Regressor,2626.836406249997,,,1631.0,,,
1126,XGBoost Regressor,2626.836406249997,,,1806.0,,,
1127,XGBoost Regressor,2626.836406249997,,,1865.0,,,
1128,XGBoost Regressor,2626.836406249997,,,1111.0,,,
1129,XGBoost Regressor,2626.836406249997,,,913.0,,,
1130,XGBoost Regressor,2626.836406249997,,,364.0,,,
1131,XGBoost Regressor,2626.836406249997,,,1126.0,,,
1132,XGBoost Regressor,2626.836406249997,,,1023.0,,,
1133,XGBoost Regressor,2626.836406249997,,,469.0,,,
1134,XGBoost Regressor,2626.836406249997,,,1383.0,,,
1135,XGBoost Regressor,2626.836406249997,,,1310.0,,,
1136,XGBoost Regressor,2626.836406249997,,,1698.0,,,
1137,XGBoost Regressor,2626.836406249997,,,998.0,,,
1138,XGBoost Regressor,2626.836406249997,,,1883.0,,,
1139,XGBoost Regressor,2626.836406249997,,,1974.0,,,
1140,XGBoost Regressor,2626.836406249997,,,1538.0,,,
1141,XGBoost Regressor,2626.836406249997,,,966.0,,,
1142,XGBoost Regressor,2626.836406249997,,,1218.0,,,
1143,XGBoost Regressor,2626.836406249997,,,755.0,,,
1144,XGBoost Regressor,2626.836406249997,,,152.0,,,
1145,XGBoost Regressor,2626.836406249997,,,941.0,,,
1146,XGBoost Regressor,2626.836406249997,,,1046.0,,,
1147,XGBoost Regressor,2626.836406249997,,,774.0,,,
1148,XGBoost Regressor,2626.836406249997,,,1452.0,,,
1149,XGBoost Regressor,2626.836406249997,,,1146.0,,,
1150,XGBoost Regressor,2626.836406249997,,,1428.0,,,
1151,XGBoost Regressor,2626.836406249997,,,1185.0,,,
1152,XGBoost Regressor,2626.836406249997,,,1278.0,,,
1153,XGBoost Regressor,2626.836406249997,,,664.0,,,
1154,XGBoost Regressor,2626.836406249997,,,1463.0,,,
1155,XGBoost Regressor,2626.836406249997,,,1869.0,,,
1156,XGBoost Regressor,2626.836406249997,,,1540.0,,,
1157,XGBoost Regressor,2626.836406249997,,,1668.0,,,
1158,XGBoost Regressor,2626.836406249997,,,1848.0,,,
1159,XGBoost Regressor,2626.836406249997,,,988.0,,,
1160,XGBoost Regressor,2626.836406249997,,,1108.0,,,
1161,XGBoost Regressor,2626.836406249997,,,1570.0,,,
1162,XGBoost Regressor,2626.836406249997,,,1634.0,,,
1163,XGBoost Regressor,2626.836406249997,,,1007.0,,,
1164,XGBoost Regressor,2626.836406249997,,,205.0,,,
1165,XGBoost Regressor,2626.836406249997,,,134.0,,,
1166,XGBoost Regressor,2626.836406249997,,,164.0,,,
1167,XGBoost Regressor,2626.836406249997,,,150.0,,,
1168,XGBoost Regressor,2626.836406249997,,,276.0,,,
1169,XGBoost Regressor,2626.836406249997,,,228.0,,,
1170,XGBoost Regressor,2626.836406249997,,,661.0,,,
1171,XGBoost Regressor,2626.836406249997,,,986.0,,,
