model,score,epochs,batch_size,lr,num_boost_round
Logistic Regressor,18.311050372130932,450.0,32.0,0.001,
Logistic Regressor,26.288749407430274,240.0,32.0,0.001,
Logistic Regressor,20.67526339841388,240.0,128.0,0.001,
Logistic Regressor,23.81659460796698,60.0,128.0,0.001,
Logistic Regressor,34.65741004898095,70.0,128.0,0.001,
Logistic Regressor,36.71387644941018,220.0,128.0,0.001,
Logistic Regressor,95.45928634545706,220.0,256.0,0.001,
Logistic Regressor,37.80737806578644,80.0,256.0,0.001,
Logistic Regressor,15.266649471215834,280.0,256.0,0.001,
Logistic Regressor,31.139804922075065,250.0,256.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,646.0
XGBoost Regressor,0.4313466127001873,,,,302.0
XGBoost Regressor,0.43134661293825377,,,,1248.0
XGBoost Regressor,0.43134661293825377,,,,611.0
XGBoost Regressor,0.4302072008900076,,,,195.0
XGBoost Regressor,0.43134661293825377,,,,659.0
LightGBM Regressor,0.46244820208160453,,,,1342.0
MLP Regressor,6.730757992324766,90.0,256.0,0.0001,
MLP Regressor,7.933835220070068,230.0,256.0,0.0001,
MLP Regressor,8.05446656724419,230.0,128.0,0.0001,
XGBoost Regressor,0.4310656414341786,,,,83.0
Logistic Regressor,20.87062106993212,340.0,256.0,0.001,
Logistic Regressor,15.16835669366934,340.0,256.0,0.001,
Logistic Regressor,6.852863790416373,340.0,256.0,0.003,
Logistic Regressor,3.7862119675054555,340.0,256.0,0.01,
Logistic Regressor,7.529633617700588,130.0,256.0,0.01,
Logistic Regressor,5.622107608016659,180.0,256.0,0.01,
MLP Regressor,4.518716167204137,230.0,64.0,0.0001,
MLP Regressor,4.334334478316161,230.0,64.0,0.001,
MLP Regressor,4.472501326554334,230.0,64.0,0.001,
MLP Regressor,4.057495449402896,320.0,64.0,0.001,
MLP Regressor,3.9381904602545306,320.0,32.0,0.001,
MLP Regressor,3.8240255377880676,320.0,64.0,0.001,
MLP Regressor,3.9743782717553007,220.0,64.0,0.001,
MLP Regressor,4.683290500269513,220.0,64.0,0.0003,
MLP Regressor,4.232385106622,420.0,64.0,0.0003,
MLP Regressor,4.406574165503112,420.0,64.0,0.0003,
MLP Regressor,4.428292911226511,250.0,64.0,0.0003,
MLP Regressor,4.527363188667622,200.0,64.0,0.0003,
MLP Regressor,3.91749017563511,340.0,64.0,0.0003,
MLP Regressor,5.286358207515507,340.0,64.0,0.0001,
MLP Regressor,3.568234062389793,340.0,64.0,0.0003,
MLP Regressor,3.591315172506262,340.0,64.0,0.001,
MLP Regressor,4.348020593710022,340.0,64.0,0.0001,
MLP Regressor,5.1337745709220926,300.0,64.0,0.0001,
MLP Regressor,4.546754846021205,330.0,64.0,0.0001,
MLP Regressor,6.801839883945246,240.0,64.0,0.0001,
MLP Regressor,4.8895230241490655,240.0,256.0,0.0001,
MLP Regressor,6.197755294416806,240.0,128.0,0.0001,
XGBoost Regressor,0.43134661293825377,,,,939.0
XGBoost Regressor,0.43134661293825377,,,,1258.0
XGBoost Regressor,0.43134661293825377,,,,645.0
XGBoost Regressor,0.43134661293825377,,,,1242.0
XGBoost Regressor,0.43134661293825377,,,,1670.0
LightGBM Regressor,0.5405569867309642,,,,455.0
LightGBM Regressor,0.4641166678263789,,,,1150.0
LightGBM Regressor,0.46191888893373456,,,,1587.0
LightGBM Regressor,0.4617474480474036,,,,1457.0
LightGBM Regressor,0.46299120111578057,,,,1285.0
LightGBM Regressor,0.46199090751766436,,,,1913.0
LightGBM Regressor,0.4616804893887363,,,,1477.0
LightGBM Regressor,0.4619346598622274,,,,1415.0
XGBoost Regressor,0.43134661293825377,,,,1946.0
XGBoost Regressor,0.43134661293825377,,,,1054.0
XGBoost Regressor,0.43134661293825377,,,,942.0
XGBoost Regressor,0.43134661293825377,,,,1566.0
XGBoost Regressor,0.43134661293825377,,,,1077.0
XGBoost Regressor,0.43134661293825377,,,,416.0
XGBoost Regressor,0.43134661293825377,,,,599.0
XGBoost Regressor,0.43134661293825377,,,,1038.0
XGBoost Regressor,0.43134661293825377,,,,579.0
MLP Regressor,4.928359019035012,240.0,128.0,0.0001,
LightGBM Regressor,0.4610658447525421,,,,1705.0
LightGBM Regressor,0.46150586948146577,,,,1677.0
LightGBM Regressor,0.4617943152018351,,,,1826.0
LightGBM Regressor,0.4615616564364539,,,,1786.0
LightGBM Regressor,0.46149816988168835,,,,1482.0
LightGBM Regressor,0.4616577867353626,,,,1892.0
LightGBM Regressor,0.46154755785418433,,,,1727.0
LightGBM Regressor,0.4743233726085926,,,,877.0
MLP Regressor,4.601797014230985,240.0,128.0,0.0001,
MLP Regressor,6.149694220087936,240.0,128.0,0.0001,
MLP Regressor,9.601817661767416,240.0,64.0,0.0001,
MLP Regressor,6.637762457124196,240.0,128.0,0.0001,
MLP Regressor,4.76980170969945,240.0,128.0,0.0001,
MLP Regressor,4.6764158828329006,240.0,128.0,0.0001,
MLP Regressor,4.178244800309131,240.0,128.0,0.0003,
MLP Regressor,4.437429638320749,240.0,64.0,0.0003,
MLP Regressor,4.247471187326138,240.0,64.0,0.003,
MLP Regressor,4.152829272379026,240.0,128.0,0.003,
MLP Regressor,3.593864155277973,240.0,128.0,0.003,
FNN Regressor,0.6974629375413665,380.0,256.0,0.01,
FNN Regressor,5.8040157411288344,380.0,256.0,0.001,
FNN Regressor,5.298316206007974,380.0,256.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,984.0
XGBoost Regressor,0.43134661293825377,,,,1524.0
XGBoost Regressor,0.43134661293825377,,,,591.0
XGBoost Regressor,0.43134661293825377,,,,559.0
XGBoost Regressor,0.43134661293825377,,,,1227.0
XGBoost Regressor,0.43134661293825377,,,,1488.0
XGBoost Regressor,0.43134661293825377,,,,1145.0
XGBoost Regressor,0.43134661293825377,,,,1315.0
XGBoost Regressor,0.43134661293825377,,,,392.0
XGBoost Regressor,0.43134661293825377,,,,504.0
XGBoost Regressor,0.43134661293825377,,,,751.0
XGBoost Regressor,0.43134661293825377,,,,364.0
XGBoost Regressor,0.43134661293825377,,,,963.0
FNN Regressor,12.73146282764387,210.0,256.0,0.001,
FNN Regressor,5.105353802248772,360.0,256.0,0.001,
FNN Regressor,0.6140018690586778,360.0,256.0,0.01,
FNN Regressor,0.5758876088877403,320.0,256.0,0.01,
FNN Regressor,1.978493584037027,130.0,256.0,0.01,
FNN Regressor,1.5453180744494528,130.0,256.0,0.01,
FNN Regressor,4.804188315936428,130.0,256.0,0.003,
LightGBM Regressor,0.6207898192608605,,,,254.0
LightGBM Regressor,0.6486659409940417,,,,213.0
LightGBM Regressor,0.47336487400416905,,,,882.0
MLP Regressor,3.6590299858326762,240.0,128.0,0.003,
MLP Regressor,3.381843550994514,240.0,128.0,0.003,
XGBoost Regressor,0.43134661293825377,,,,1871.0
XGBoost Regressor,0.43134661293825377,,,,1665.0
XGBoost Regressor,0.43134661293825377,,,,1924.0
XGBoost Regressor,0.43134661293825377,,,,964.0
XGBoost Regressor,0.43134661293825377,,,,1246.0
XGBoost Regressor,0.43134661293825377,,,,1345.0
XGBoost Regressor,0.43134661293825377,,,,1741.0
XGBoost Regressor,0.43134661293825377,,,,1384.0
XGBoost Regressor,0.43134661293825377,,,,1202.0
XGBoost Regressor,0.43134661293825377,,,,1874.0
XGBoost Regressor,0.43134661293825377,,,,1440.0
XGBoost Regressor,0.43134661293825377,,,,1587.0
XGBoost Regressor,0.43134661293825377,,,,1548.0
MLP Regressor,3.995992426423646,240.0,32.0,0.003,
Logistic Regressor,5.237585176297224,180.0,64.0,0.01,
Logistic Regressor,12.432906036798638,180.0,64.0,0.003,
Logistic Regressor,6.51541799141361,180.0,256.0,0.003,
Logistic Regressor,4.8538203765191295,180.0,128.0,0.003,
Logistic Regressor,59.685102758309526,180.0,128.0,0.0003,
FNN Regressor,21.36940381218132,130.0,256.0,0.0003,
Logistic Regressor,33.564856604674446,180.0,128.0,0.0003,
Logistic Regressor,125.17007326315084,240.0,128.0,0.0003,
FNN Regressor,21.791221749971044,140.0,256.0,0.0003,
FNN Regressor,22.2736214796472,100.0,256.0,0.0003,
FNN Regressor,22.82046267320808,120.0,256.0,0.0003,
FNN Regressor,21.699030365309863,120.0,256.0,0.0003,
FNN Regressor,22.498024246531248,120.0,256.0,0.0001,
FNN Regressor,23.619515998044367,120.0,256.0,0.0001,
MLP Regressor,3.5894864068729015,420.0,32.0,0.003,
MLP Regressor,2.579694047396167,420.0,64.0,0.003,
MLP Regressor,4.023605862178985,200.0,64.0,0.003,
FNN Regressor,22.523840404428057,250.0,256.0,0.0001,
FNN Regressor,22.20106031859428,250.0,64.0,0.0001,
FNN Regressor,0.7101703079413122,250.0,64.0,0.003,
FNN Regressor,0.8522638631695911,250.0,256.0,0.003,
FNN Regressor,22.72777217127813,250.0,256.0,0.0001,
FNN Regressor,22.059367424630622,250.0,256.0,0.0001,
FNN Regressor,22.280475059922004,250.0,128.0,0.0001,
FNN Regressor,22.07656535228728,390.0,128.0,0.0001,
FNN Regressor,22.13518144100419,390.0,256.0,0.0001,
FNN Regressor,22.24499405937313,390.0,256.0,0.0001,
FNN Regressor,21.220832979970503,390.0,256.0,0.0001,
FNN Regressor,7.318204362782583,390.0,256.0,0.001,
FNN Regressor,7.281733490566753,390.0,128.0,0.001,
LightGBM Regressor,0.5039141228488051,,,,616.0
FNN Regressor,21.5644685994355,390.0,128.0,0.0001,
MLP Regressor,4.6543625541939555,200.0,64.0,0.0003,
MLP Regressor,5.394170651585893,110.0,64.0,0.0003,
MLP Regressor,4.447075020068917,110.0,128.0,0.0003,
MLP Regressor,4.671996449437387,110.0,128.0,0.0003,
MLP Regressor,4.668173089779033,110.0,128.0,0.0003,
MLP Regressor,7.43977197650985,140.0,128.0,0.0003,
MLP Regressor,4.480341093169687,140.0,128.0,0.001,
Logistic Regressor,35.544732854956344,240.0,128.0,0.0003,
Logistic Regressor,15.651651226308724,240.0,256.0,0.0003,
Logistic Regressor,55.07665516223724,70.0,256.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,746.0
XGBoost Regressor,0.43134661293825377,,,,967.0
XGBoost Regressor,0.43134661293825377,,,,769.0
XGBoost Regressor,0.43093016575089366,,,,107.0
XGBoost Regressor,0.43134661293825377,,,,432.0
Logistic Regressor,266.04921822400274,70.0,64.0,0.0003,
Logistic Regressor,57.836313711624484,70.0,256.0,0.0003,
Logistic Regressor,58.799415994881066,70.0,256.0,0.0003,
Logistic Regressor,26.18176352521923,200.0,256.0,0.0003,
LightGBM Regressor,0.46233866758515574,,,,1340.0
LightGBM Regressor,0.46255500623739715,,,,1357.0
LightGBM Regressor,0.4637846820397961,,,,1129.0
LightGBM Regressor,0.5742537299173418,,,,347.0
Logistic Regressor,18.446604153830144,210.0,256.0,0.0003,
Logistic Regressor,62.1062688581763,210.0,256.0,0.0003,
Logistic Regressor,55.29289972663882,210.0,256.0,0.0003,
Logistic Regressor,60.375194862103626,210.0,256.0,0.0003,
Logistic Regressor,12.117703032996877,210.0,256.0,0.001,
Logistic Regressor,17.36669626238984,210.0,256.0,0.001,
Logistic Regressor,53.38850836953128,210.0,64.0,0.001,
Logistic Regressor,47.62694311503398,210.0,256.0,0.001,
Logistic Regressor,28.902101808829308,210.0,64.0,0.001,
Logistic Regressor,33.28035656741778,210.0,32.0,0.001,
Logistic Regressor,100.87170752354774,210.0,128.0,0.001,
LightGBM Regressor,0.467354139558395,,,,998.0
LightGBM Regressor,0.46360576140996784,,,,1218.0
LightGBM Regressor,0.46692930567170876,,,,1005.0
LightGBM Regressor,0.4614265007907328,,,,1773.0
FNN Regressor,21.792974553403347,390.0,64.0,0.0001,
MLP Regressor,3.8872685410919834,250.0,128.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,764.0
XGBoost Regressor,0.43134661293825377,,,,1636.0
XGBoost Regressor,0.43134661293825377,,,,1670.0
XGBoost Regressor,0.43134661293825377,,,,1851.0
XGBoost Regressor,0.43134661293825377,,,,1170.0
XGBoost Regressor,0.43134661293825377,,,,1624.0
XGBoost Regressor,0.43134661293825377,,,,1620.0
XGBoost Regressor,0.43134661293825377,,,,1689.0
XGBoost Regressor,0.43134661293825377,,,,1558.0
FNN Regressor,22.370559483284975,310.0,64.0,0.0001,
FNN Regressor,21.892149589232687,310.0,256.0,0.0001,
FNN Regressor,0.6333483831196132,310.0,256.0,0.003,
FNN Regressor,0.6979702710354315,270.0,256.0,0.003,
FNN Regressor,2.8133536702824475,160.0,256.0,0.003,
FNN Regressor,1.276665654081488,170.0,256.0,0.003,
FNN Regressor,1.653876137301498,170.0,128.0,0.003,
FNN Regressor,1.2436485127004189,190.0,128.0,0.003,
FNN Regressor,1.2305737522940092,190.0,256.0,0.003,
XGBoost Regressor,0.43134661293825377,,,,1074.0
XGBoost Regressor,0.43134661293825377,,,,825.0
XGBoost Regressor,0.43134661293825377,,,,1136.0
MLP Regressor,4.383651707633618,250.0,256.0,0.001,
Logistic Regressor,19.23619520782172,210.0,128.0,0.0003,
Logistic Regressor,69.21983909548393,110.0,128.0,0.0003,
Logistic Regressor,21.721378741075494,280.0,128.0,0.0003,
Logistic Regressor,58.882850065400454,280.0,128.0,0.0003,
Logistic Regressor,88.00746913462802,410.0,128.0,0.0003,
Logistic Regressor,49.275142528985235,390.0,128.0,0.0003,
Logistic Regressor,50.48010053183254,440.0,128.0,0.0003,
FNN Regressor,0.595733774483057,190.0,256.0,0.01,
FNN Regressor,13.55513930843323,190.0,256.0,0.001,
FNN Regressor,14.638796239732159,190.0,256.0,0.001,
FNN Regressor,20.876806763463094,190.0,256.0,0.0003,
XGBoost Regressor,0.43134661293825377,,,,1450.0
XGBoost Regressor,0.43134661293825377,,,,1390.0
XGBoost Regressor,0.43134661293825377,,,,1792.0
MLP Regressor,4.2258022689925046,250.0,256.0,0.001,
MLP Regressor,3.883898170698853,270.0,256.0,0.001,
MLP Regressor,4.508952808616881,270.0,256.0,0.0001,
MLP Regressor,3.2788499445527153,270.0,256.0,0.001,
MLP Regressor,2.472240184418171,270.0,256.0,0.001,
MLP Regressor,3.586067707897997,270.0,128.0,0.001,
MLP Regressor,3.8084539153485366,270.0,32.0,0.001,
LightGBM Regressor,0.4802884388510015,,,,805.0
FNN Regressor,0.7306845461168109,190.0,256.0,0.01,
FNN Regressor,0.6825978223277246,190.0,64.0,0.01,
FNN Regressor,2.327190111487933,100.0,64.0,0.01,
FNN Regressor,0.6497368491827793,280.0,64.0,0.01,
FNN Regressor,0.5998471138110425,280.0,256.0,0.01,
FNN Regressor,0.6742643955380828,280.0,256.0,0.01,
FNN Regressor,9.85283990689354,280.0,256.0,0.001,
FNN Regressor,9.642867942883711,280.0,128.0,0.001,
FNN Regressor,0.550655601370824,280.0,128.0,0.01,
MLP Regressor,4.4148729114314165,270.0,64.0,0.001,
MLP Regressor,2.43029956213736,330.0,64.0,0.001,
MLP Regressor,4.381158844324861,160.0,64.0,0.001,
MLP Regressor,3.740430985811298,160.0,64.0,0.001,
MLP Regressor,4.1855699306949585,140.0,64.0,0.001,
LightGBM Regressor,0.46345790400683584,,,,1219.0
LightGBM Regressor,0.4768452925845623,,,,841.0
LightGBM Regressor,0.46379238782284177,,,,1185.0
LightGBM Regressor,0.4809422754281433,,,,795.0
LightGBM Regressor,0.5209960698802281,,,,530.0
LightGBM Regressor,0.4726690617081504,,,,894.0
LightGBM Regressor,0.4857886266657704,,,,745.0
LightGBM Regressor,0.4719949615052378,,,,912.0
LightGBM Regressor,0.47610225923217014,,,,847.0
LightGBM Regressor,0.4631036345601553,,,,1253.0
LightGBM Regressor,0.5299106033370278,,,,495.0
LightGBM Regressor,0.46847633707064873,,,,969.0
LightGBM Regressor,0.46721239495230155,,,,999.0
Logistic Regressor,77.66204163947823,380.0,128.0,0.0003,
MLP Regressor,4.327954569407381,140.0,32.0,0.001,
MLP Regressor,4.486017336289616,140.0,32.0,0.001,
MLP Regressor,4.147935587536324,140.0,32.0,0.001,
MLP Regressor,3.9570981799385896,360.0,32.0,0.001,
MLP Regressor,2.619711411660807,360.0,32.0,0.001,
LightGBM Regressor,0.46239127792348356,,,,1552.0
LightGBM Regressor,0.4617134678590597,,,,1497.0
LightGBM Regressor,0.4615813290518208,,,,1878.0
LightGBM Regressor,0.46208976421743087,,,,1525.0
MLP Regressor,3.7249718423281726,360.0,32.0,0.001,
MLP Regressor,4.501752766407478,160.0,32.0,0.001,
MLP Regressor,2.959731862088822,250.0,32.0,0.001,
MLP Regressor,4.432454342842,250.0,32.0,0.0001,
LightGBM Regressor,0.46145204009832747,,,,1748.0
LightGBM Regressor,0.46133208416180094,,,,1766.0
LightGBM Regressor,0.4686791128685828,,,,961.0
LightGBM Regressor,0.4767481943041567,,,,843.0
LightGBM Regressor,0.4633193110974,,,,1225.0
LightGBM Regressor,0.4747951746197488,,,,867.0
LightGBM Regressor,0.5328716973080136,,,,486.0
LightGBM Regressor,0.46234314151824657,,,,1343.0
LightGBM Regressor,0.5596506026245248,,,,390.0
LightGBM Regressor,0.46403628138827213,,,,1153.0
XGBoost Regressor,0.43134661293825377,,,,913.0
XGBoost Regressor,0.42942826245568083,,,,142.0
XGBoost Regressor,0.43134661293825377,,,,792.0
XGBoost Regressor,0.43134661293825377,,,,428.0
XGBoost Regressor,0.43134661293825377,,,,1114.0
LightGBM Regressor,0.4612401253234722,,,,1646.0
LightGBM Regressor,0.4804622908171546,,,,802.0
LightGBM Regressor,0.46364514938994894,,,,1216.0
LightGBM Regressor,0.5669156341996198,,,,367.0
LightGBM Regressor,0.46296454375028057,,,,1262.0
LightGBM Regressor,0.4904582046184754,,,,708.0
LightGBM Regressor,0.4616308557431883,,,,1437.0
LightGBM Regressor,0.4615114273898093,,,,1869.0
FNN Regressor,0.5927236063459537,440.0,128.0,0.01,
Logistic Regressor,10.424860760869425,380.0,128.0,0.0003,
Logistic Regressor,72.29261533372707,380.0,64.0,0.0003,
Logistic Regressor,32.43202386462901,480.0,64.0,0.0003,
Logistic Regressor,9.111916903298173,450.0,64.0,0.0003,
Logistic Regressor,63.04604154611317,450.0,64.0,0.0003,
Logistic Regressor,48.536959900694384,340.0,64.0,0.0003,
Logistic Regressor,15.34323685600573,340.0,64.0,0.001,
Logistic Regressor,34.522434681520785,340.0,32.0,0.001,
Logistic Regressor,29.6735577344258,340.0,128.0,0.001,
Logistic Regressor,32.62686216218761,400.0,128.0,0.001,
Logistic Regressor,14.692769083916982,400.0,32.0,0.001,
MLP Regressor,4.350098613675316,310.0,32.0,0.0001,
MLP Regressor,4.735177417013981,230.0,32.0,0.0001,
FNN Regressor,0.6710850273121061,360.0,128.0,0.01,
FNN Regressor,0.6661976566783625,360.0,32.0,0.01,
FNN Regressor,1.0524994635568798,190.0,32.0,0.01,
MLP Regressor,6.5465950725022575,230.0,32.0,0.0001,
MLP Regressor,4.561632801902625,230.0,32.0,0.0001,
MLP Regressor,4.401423843173449,230.0,32.0,0.0003,
MLP Regressor,6.25273680667771,230.0,32.0,0.0001,
MLP Regressor,4.606842912800637,230.0,32.0,0.0001,
MLP Regressor,3.074956517793242,230.0,32.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,709.0
XGBoost Regressor,0.43134661293825377,,,,1146.0
XGBoost Regressor,0.43134661293825377,,,,1442.0
XGBoost Regressor,0.43134661293825377,,,,1997.0
XGBoost Regressor,0.43134661293825377,,,,1438.0
XGBoost Regressor,0.43134661293825377,,,,499.0
XGBoost Regressor,0.4309428582055842,,,,228.0
XGBoost Regressor,0.43134661293825377,,,,1112.0
LightGBM Regressor,0.47069242365409286,,,,933.0
LightGBM Regressor,0.6713906946980784,,,,184.0
LightGBM Regressor,0.46418478707969224,,,,1158.0
FNN Regressor,13.791255945025508,190.0,32.0,0.001,
FNN Regressor,7.062723341762067,330.0,32.0,0.001,
FNN Regressor,18.95030890181026,330.0,32.0,0.0003,
MLP Regressor,4.662051604118261,230.0,32.0,0.0003,
MLP Regressor,4.40209342052965,230.0,64.0,0.0003,
MLP Regressor,7.681056518577471,230.0,64.0,0.0001,
MLP Regressor,4.415766411840111,400.0,64.0,0.0001,
MLP Regressor,4.4234363835422,340.0,64.0,0.0001,
MLP Regressor,5.252476573329016,280.0,64.0,0.0001,
MLP Regressor,5.41311429184798,100.0,64.0,0.0001,
MLP Regressor,7.032248021542528,100.0,64.0,0.0001,
MLP Regressor,4.749288259244786,100.0,64.0,0.001,
MLP Regressor,4.513908607615298,100.0,64.0,0.0003,
MLP Regressor,4.639757820331838,100.0,256.0,0.0003,
MLP Regressor,5.013781206292624,180.0,256.0,0.0003,
MLP Regressor,4.389835645580683,180.0,64.0,0.0003,
MLP Regressor,4.478890261800644,260.0,64.0,0.0003,
MLP Regressor,4.270500724275579,260.0,64.0,0.001,
MLP Regressor,4.138003444752075,260.0,64.0,0.0003,
MLP Regressor,3.6141758603592367,260.0,64.0,0.001,
MLP Regressor,4.123589413139171,260.0,32.0,0.001,
LightGBM Regressor,0.46692930567170876,,,,1005.0
LightGBM Regressor,0.46191888893373456,,,,1587.0
Logistic Regressor,8.128746715819869,400.0,32.0,0.001,
LightGBM Regressor,0.46289763678204243,,,,1292.0
LightGBM Regressor,0.4996880943412937,,,,638.0
LightGBM Regressor,0.4619819079916429,,,,1521.0
Logistic Regressor,7.577327311659745,400.0,32.0,0.001,
Logistic Regressor,14.78989627316442,400.0,32.0,0.001,
Logistic Regressor,27.5802047833093,400.0,64.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,1599.0
XGBoost Regressor,0.43134661293825377,,,,1472.0
XGBoost Regressor,0.43134661293825377,,,,1766.0
XGBoost Regressor,0.43134661293825377,,,,1028.0
XGBoost Regressor,0.43134661293825377,,,,559.0
XGBoost Regressor,0.43134661293825377,,,,619.0
XGBoost Regressor,0.42959657633403897,,,,169.0
XGBoost Regressor,0.43134661293825377,,,,1081.0
XGBoost Regressor,0.43134661293825377,,,,1690.0
XGBoost Regressor,0.43134661293825377,,,,863.0
FNN Regressor,19.86572579110994,330.0,128.0,0.0003,
FNN Regressor,19.442963057044,330.0,256.0,0.0003,
FNN Regressor,0.599047798336264,330.0,256.0,0.003,
Logistic Regressor,17.702777341356963,310.0,64.0,0.001,
Logistic Regressor,75.10162374092899,310.0,64.0,0.0003,
Logistic Regressor,19.13380405010754,390.0,64.0,0.0003,
MLP Regressor,4.010150124224011,260.0,32.0,0.001,
LightGBM Regressor,0.4823602729497068,,,,773.0
LightGBM Regressor,0.4872491901327996,,,,735.0
Logistic Regressor,79.18071367235105,390.0,32.0,0.0003,
Logistic Regressor,4.695494014681104,390.0,32.0,0.003,
LightGBM Regressor,0.463632059893502,,,,1213.0
LightGBM Regressor,0.46451443550578486,,,,1086.0
LightGBM Regressor,0.46157415181856903,,,,1864.0
LightGBM Regressor,0.4618819976064352,,,,1412.0
LightGBM Regressor,0.46179346893159906,,,,1905.0
XGBoost Regressor,0.43134661293825377,,,,1570.0
XGBoost Regressor,0.43134661293825377,,,,1410.0
XGBoost Regressor,0.43134661293825377,,,,1156.0
FNN Regressor,0.9938007857487438,330.0,256.0,0.003,
