model,score,epochs,batch_size,lr,num_boost_round
XGBoost Regressor,0.43134661293825377,,,,1682.0
XGBoost Regressor,0.43134661293825377,,,,1917.0
MLP Regressor,4.440251759333118,280.0,64.0,0.0001,
MLP Regressor,4.203110571150531,430.0,64.0,0.0001,
MLP Regressor,4.492217507584274,210.0,64.0,0.0001,
MLP Regressor,4.758522488401495,210.0,256.0,0.0001,
XGBoost Regressor,0.43134661293825377,,,,1932.0
XGBoost Regressor,0.43134661293825377,,,,1077.0
XGBoost Regressor,0.43134661293825377,,,,597.0
XGBoost Regressor,0.4296792761288703,,,,138.0
XGBoost Regressor,0.43134661293825377,,,,1006.0
XGBoost Regressor,0.43134661293825377,,,,1429.0
XGBoost Regressor,0.43134661293825377,,,,1005.0
XGBoost Regressor,0.43134661293825377,,,,1295.0
XGBoost Regressor,0.43134661293825377,,,,558.0
XGBoost Regressor,0.43134661293825377,,,,1450.0
XGBoost Regressor,0.43134661293825377,,,,1396.0
XGBoost Regressor,0.43134661293825377,,,,1856.0
XGBoost Regressor,0.43134661293825377,,,,1310.0
XGBoost Regressor,0.43134661293825377,,,,588.0
XGBoost Regressor,0.43134661293825377,,,,991.0
XGBoost Regressor,0.43134661293825377,,,,1349.0
XGBoost Regressor,0.43134661293825377,,,,974.0
XGBoost Regressor,0.43134661293825377,,,,1379.0
XGBoost Regressor,0.43134661293825377,,,,1562.0
XGBoost Regressor,0.43134661293825377,,,,705.0
XGBoost Regressor,0.43134661293825377,,,,1475.0
XGBoost Regressor,0.43134661293825377,,,,1947.0
XGBoost Regressor,0.43134661293825377,,,,1294.0
XGBoost Regressor,0.43134661293825377,,,,1733.0
XGBoost Regressor,0.43134661293825377,,,,1572.0
XGBoost Regressor,0.43134661293825377,,,,1918.0
XGBoost Regressor,0.43134661293825377,,,,1700.0
XGBoost Regressor,0.43134661293825377,,,,916.0
XGBoost Regressor,0.43134661293825377,,,,339.0
XGBoost Regressor,0.42896022895194136,,,,149.0
XGBoost Regressor,0.43134661293825377,,,,954.0
XGBoost Regressor,0.43134661293825377,,,,564.0
XGBoost Regressor,0.43134661293825377,,,,828.0
XGBoost Regressor,0.43134661293825377,,,,632.0
XGBoost Regressor,0.43134661293825377,,,,1020.0
XGBoost Regressor,0.43134661293825377,,,,1523.0
XGBoost Regressor,0.43134661293825377,,,,1920.0
XGBoost Regressor,0.43134661293825377,,,,1630.0
LightGBM Regressor,0.5792556194242863,,,,336.0
LightGBM Regressor,0.6076621400176984,,,,278.0
FNN Regressor,0.620289355305517,430.0,128.0,0.003,
LightGBM Regressor,0.48074202805573946,,,,796.0
LightGBM Regressor,0.6934943575060266,,,,156.0
LightGBM Regressor,0.4888404786304055,,,,718.0
LightGBM Regressor,0.4619098022754297,,,,1517.0
LightGBM Regressor,0.46126176847056144,,,,1696.0
LightGBM Regressor,0.4618119833770951,,,,1834.0
LightGBM Regressor,0.4624499663815777,,,,1348.0
LightGBM Regressor,0.4615456894278963,,,,1667.0
LightGBM Regressor,0.4619518543202802,,,,1997.0
XGBoost Regressor,0.43134661293825377,,,,1922.0
XGBoost Regressor,0.43134661293825377,,,,1969.0
LightGBM Regressor,0.4659937840235775,,,,1043.0
LightGBM Regressor,0.48238811303123763,,,,778.0
LightGBM Regressor,0.5936245406115888,,,,302.0
LightGBM Regressor,0.4700888661953206,,,,940.0
LightGBM Regressor,0.46400077992179584,,,,1135.0
LightGBM Regressor,0.4617943152018351,,,,1826.0
LightGBM Regressor,0.46154473360134984,,,,1428.0
LightGBM Regressor,0.4616899504668247,,,,1823.0
LightGBM Regressor,0.465364153485339,,,,1061.0
LightGBM Regressor,0.464226143504397,,,,1102.0
LightGBM Regressor,0.46238627299562035,,,,1556.0
LightGBM Regressor,0.4637906832689627,,,,1172.0
LightGBM Regressor,0.46330719036743623,,,,1224.0
LightGBM Regressor,0.46175355438206056,,,,1887.0
LightGBM Regressor,0.4632951016472999,,,,1226.0
LightGBM Regressor,0.46128185473217104,,,,1744.0
LightGBM Regressor,0.4614757703256589,,,,1684.0
LightGBM Regressor,0.46296454375028057,,,,1262.0
LightGBM Regressor,0.47328790558596495,,,,883.0
LightGBM Regressor,0.4622357086839591,,,,1534.0
LightGBM Regressor,0.4615172741494997,,,,1483.0
LightGBM Regressor,0.46412023435827526,,,,1103.0
LightGBM Regressor,0.47531628625226374,,,,862.0
LightGBM Regressor,0.471572563497808,,,,922.0
LightGBM Regressor,0.4629231012486684,,,,1281.0
LightGBM Regressor,0.5035188244466138,,,,618.0
LightGBM Regressor,0.6154885302331184,,,,264.0
LightGBM Regressor,0.4775862889691845,,,,831.0
LightGBM Regressor,0.5752352516729199,,,,345.0
LightGBM Regressor,0.46430534403208407,,,,1106.0
LightGBM Regressor,0.550071609294729,,,,420.0
LightGBM Regressor,0.46423498230432664,,,,1110.0
LightGBM Regressor,0.46186683617509816,,,,1830.0
FNN Regressor,0.6951406943155185,430.0,128.0,0.003,
FNN Regressor,0.5779391018700907,430.0,64.0,0.003,
FNN Regressor,0.7060060135216286,430.0,64.0,0.03,
FNN Regressor,0.6935297391141326,430.0,64.0,0.03,
FNN Regressor,0.7773396312873848,390.0,64.0,0.03,
FNN Regressor,0.6633913252662154,390.0,64.0,0.01,
FNN Regressor,0.54126299387002,330.0,64.0,0.01,
FNN Regressor,0.5623113171823029,330.0,32.0,0.01,
FNN Regressor,0.540687877172921,450.0,32.0,0.01,
XGBoost Regressor,0.43134661293825377,,,,1771.0
XGBoost Regressor,0.43134661293825377,,,,1691.0
XGBoost Regressor,0.43134661293825377,,,,991.0
XGBoost Regressor,0.43134661293825377,,,,1612.0
LightGBM Regressor,0.46215831363842513,,,,1530.0
LightGBM Regressor,0.4639839633960309,,,,1192.0
LightGBM Regressor,0.4616831349604025,,,,1851.0
LightGBM Regressor,0.4722573371739907,,,,897.0
MLP Regressor,4.729754779341836,210.0,256.0,0.0001,
LightGBM Regressor,0.46315175317619284,,,,1228.0
LightGBM Regressor,0.4616328228192739,,,,1479.0
LightGBM Regressor,0.4616289590582646,,,,1853.0
FNN Regressor,0.5722570975904766,390.0,32.0,0.01,
FNN Regressor,0.6009848080824074,240.0,32.0,0.01,
FNN Regressor,0.6507121531111209,340.0,32.0,0.01,
FNN Regressor,0.6088292819266746,340.0,32.0,0.003,
FNN Regressor,0.5902069368196581,340.0,32.0,0.003,
FNN Regressor,0.55461088906678,340.0,32.0,0.003,
FNN Regressor,0.556140340583081,340.0,32.0,0.003,
FNN Regressor,0.598177392980675,330.0,32.0,0.003,
FNN Regressor,0.6972309219850703,340.0,32.0,0.003,
FNN Regressor,0.5686125487082947,340.0,32.0,0.003,
FNN Regressor,0.6550341461964625,340.0,32.0,0.01,
LightGBM Regressor,0.4630392339356524,,,,1236.0
LightGBM Regressor,0.4621642966884463,,,,1385.0
LightGBM Regressor,0.4741269258484227,,,,878.0
LightGBM Regressor,0.5442348979123289,,,,441.0
LightGBM Regressor,0.46362533291818675,,,,1179.0
LightGBM Regressor,0.4618326275342796,,,,1464.0
LightGBM Regressor,0.4613315817292158,,,,1722.0
LightGBM Regressor,0.46184930439693794,,,,1948.0
LightGBM Regressor,0.46423498230432664,,,,1110.0
LightGBM Regressor,0.4627774128028143,,,,1293.0
LightGBM Regressor,0.4838983474154101,,,,761.0
LightGBM Regressor,0.4803785224260017,,,,803.0
LightGBM Regressor,0.46311977798539466,,,,1249.0
LightGBM Regressor,0.4922119445971652,,,,688.0
LightGBM Regressor,0.5798568657653033,,,,334.0
XGBoost Regressor,0.43134661293825377,,,,1935.0
XGBoost Regressor,0.43134661293825377,,,,1093.0
XGBoost Regressor,0.43134661293825377,,,,793.0
FNN Regressor,0.581159409882299,340.0,16.0,0.01,
FNN Regressor,0.577670791893078,450.0,16.0,0.01,
FNN Regressor,0.5741389841387695,450.0,16.0,0.003,
FNN Regressor,0.619057145483076,450.0,16.0,0.003,
XGBoost Regressor,0.4313466125633078,,,,285.0
XGBoost Regressor,0.43313395495506457,,,,63.0
XGBoost Regressor,0.43099610902370084,,,,225.0
XGBoost Regressor,0.43062833139463075,,,,220.0
XGBoost Regressor,0.43134661293825377,,,,1113.0
XGBoost Regressor,0.43117184473278597,,,,236.0
XGBoost Regressor,0.4288662068475073,,,,155.0
XGBoost Regressor,0.43134661293825377,,,,550.0
XGBoost Regressor,0.43134661293825377,,,,457.0
XGBoost Regressor,0.43072773222987726,,,,123.0
XGBoost Regressor,0.43134661293825377,,,,650.0
XGBoost Regressor,0.43134661293825377,,,,858.0
XGBoost Regressor,0.43134661293825377,,,,954.0
XGBoost Regressor,0.43134661293825377,,,,1116.0
XGBoost Regressor,0.43134661293825377,,,,1983.0
XGBoost Regressor,0.43134661293825377,,,,1239.0
LightGBM Regressor,0.5234032789485678,,,,522.0
LightGBM Regressor,0.8080854923711044,,,,63.0
FNN Regressor,0.5976718429882296,450.0,16.0,0.003,
FNN Regressor,0.5703786600147619,450.0,64.0,0.003,
FNN Regressor,0.6125579083558542,460.0,64.0,0.003,
FNN Regressor,0.9621940106793531,240.0,64.0,0.003,
FNN Regressor,0.653726970000681,240.0,64.0,0.01,
FNN Regressor,0.5398441233450577,240.0,64.0,0.01,
XGBoost Regressor,0.43134661293825377,,,,1047.0
XGBoost Regressor,0.43134661293825377,,,,404.0
XGBoost Regressor,0.43134661293825377,,,,1034.0
XGBoost Regressor,0.43134661293825377,,,,1265.0
LightGBM Regressor,0.4669143374748472,,,,1003.0
LightGBM Regressor,0.4872491901327996,,,,735.0
MLP Regressor,4.465866751938692,210.0,256.0,0.0003,
MLP Regressor,4.338553852254204,300.0,256.0,0.0003,
MLP Regressor,4.380842376460734,220.0,256.0,0.0003,
MLP Regressor,4.208648514256951,220.0,256.0,0.001,
MLP Regressor,3.3464121566251075,320.0,256.0,0.001,
MLP Regressor,2.4938901513531646,320.0,256.0,0.001,
LightGBM Regressor,0.46188662411830944,,,,1460.0
LightGBM Regressor,0.46160822452891836,,,,1855.0
LightGBM Regressor,0.4627899728600728,,,,1306.0
LightGBM Regressor,0.4613943300554,,,,1774.0
LightGBM Regressor,0.4630683841362678,,,,1241.0
XGBoost Regressor,0.43134661293825377,,,,1116.0
XGBoost Regressor,0.43134661293825377,,,,1577.0
XGBoost Regressor,0.43134661293825377,,,,1273.0
XGBoost Regressor,0.43134661293825377,,,,1161.0
XGBoost Regressor,0.43134661293825377,,,,1732.0
XGBoost Regressor,0.43134661293825377,,,,1608.0
XGBoost Regressor,0.43134661293825377,,,,1571.0
XGBoost Regressor,0.43134661293825377,,,,1104.0
XGBoost Regressor,0.43134661293825377,,,,1162.0
XGBoost Regressor,0.43134661293825377,,,,399.0
XGBoost Regressor,0.43134661293825377,,,,1228.0
FNN Regressor,0.5747440894489776,240.0,64.0,0.01,
FNN Regressor,0.6065739018397482,240.0,64.0,0.01,
FNN Regressor,0.6259386399637255,440.0,64.0,0.01,
FNN Regressor,0.6148154351694846,440.0,128.0,0.01,
FNN Regressor,0.5863045609972017,440.0,256.0,0.01,
LightGBM Regressor,0.4616688279194336,,,,1924.0
LightGBM Regressor,0.4639217948645516,,,,1187.0
LightGBM Regressor,0.4615181136456131,,,,1664.0
LightGBM Regressor,0.4642334800218693,,,,1107.0
LightGBM Regressor,0.5054532080780413,,,,605.0
LightGBM Regressor,0.5992948219235663,,,,291.0
LightGBM Regressor,0.6966819775173281,,,,150.0
LightGBM Regressor,0.5247620357471342,,,,519.0
LightGBM Regressor,0.521747188281812,,,,527.0
LightGBM Regressor,0.4910966719437041,,,,698.0
LightGBM Regressor,0.4639217948645516,,,,1187.0
LightGBM Regressor,0.4653684481680361,,,,1058.0
FNN Regressor,0.5828949364099922,440.0,64.0,0.01,
FNN Regressor,0.558102437076031,290.0,64.0,0.01,
FNN Regressor,0.6464118191067757,290.0,16.0,0.01,
FNN Regressor,0.5682263873856414,290.0,64.0,0.01,
FNN Regressor,0.7041863584226667,290.0,64.0,0.03,
FNN Regressor,0.58581246711328,290.0,32.0,0.03,
FNN Regressor,0.5949818777622538,290.0,32.0,0.01,
FNN Regressor,0.5692621866625748,290.0,32.0,0.01,
FNN Regressor,0.6203897224732373,290.0,32.0,0.003,
FNN Regressor,0.5873996255287068,290.0,64.0,0.003,
FNN Regressor,0.7538947321249453,290.0,64.0,0.003,
FNN Regressor,0.6656710438920476,300.0,64.0,0.003,
FNN Regressor,0.6608106415530375,300.0,64.0,0.003,
FNN Regressor,0.610558679230053,300.0,64.0,0.003,
FNN Regressor,0.6176716759795963,300.0,32.0,0.003,
LightGBM Regressor,0.4620084109721399,,,,1908.0
LightGBM Regressor,0.46155494797990615,,,,1881.0
LightGBM Regressor,0.4612817203132288,,,,1639.0
LightGBM Regressor,0.48651669051544605,,,,738.0
LightGBM Regressor,0.4614277592761404,,,,1648.0
LightGBM Regressor,0.4736658823383258,,,,880.0
LightGBM Regressor,0.47307806891200216,,,,884.0
XGBoost Regressor,0.43134661293825377,,,,1256.0
LightGBM Regressor,0.4616308557431883,,,,1437.0
LightGBM Regressor,0.46442089211481485,,,,1099.0
LightGBM Regressor,0.5608905506367068,,,,387.0
LightGBM Regressor,0.4626688331774467,,,,1332.0
LightGBM Regressor,0.5292929244299703,,,,497.0
FNN Regressor,0.848144267102502,290.0,32.0,0.003,
FNN Regressor,0.59565906020839,310.0,32.0,0.003,
FNN Regressor,0.5586410877848357,310.0,32.0,0.03,
FNN Regressor,0.7252105741812096,290.0,32.0,0.03,
FNN Regressor,0.5391945302696859,290.0,32.0,0.01,
FNN Regressor,0.6004795886490936,180.0,32.0,0.01,
FNN Regressor,0.6763418058743109,240.0,32.0,0.01,
FNN Regressor,0.5916368361061676,240.0,32.0,0.03,
FNN Regressor,0.5589249599960383,240.0,32.0,0.03,
FNN Regressor,0.6190369350718256,240.0,16.0,0.03,
FNN Regressor,0.6306854364202295,240.0,64.0,0.03,
FNN Regressor,0.5454632043750214,410.0,64.0,0.03,
FNN Regressor,0.5656742452921489,410.0,16.0,0.03,
FNN Regressor,0.5511342030114018,440.0,16.0,0.03,
FNN Regressor,0.5634224214770258,440.0,64.0,0.03,
FNN Regressor,0.611200066594824,440.0,64.0,0.01,
FNN Regressor,0.5710868086237587,440.0,16.0,0.01,
FNN Regressor,0.6326664178090192,320.0,16.0,0.01,
FNN Regressor,1.1907116812043932,140.0,16.0,0.01,
FNN Regressor,1.470288908484708,140.0,16.0,0.03,
FNN Regressor,0.6183630423148309,320.0,16.0,0.03,
FNN Regressor,0.5888315615615638,320.0,16.0,0.03,
FNN Regressor,0.7086862978495203,230.0,16.0,0.03,
FNN Regressor,0.8050320041442135,230.0,16.0,0.01,
FNN Regressor,0.5781994334885026,230.0,32.0,0.01,
FNN Regressor,0.6677579528728242,230.0,128.0,0.01,
FNN Regressor,0.6528487702246812,230.0,128.0,0.01,
FNN Regressor,1.0215085622879507,230.0,128.0,0.003,
FNN Regressor,1.655406542574976,230.0,128.0,0.003,
FNN Regressor,0.7642600102020537,230.0,128.0,0.01,
FNN Regressor,1.0689659013848083,230.0,128.0,0.01,
FNN Regressor,0.6809228299546985,220.0,128.0,0.01,
LightGBM Regressor,0.4721970119017497,,,,904.0
LightGBM Regressor,0.6917708040851053,,,,158.0
LightGBM Regressor,0.49180834964611225,,,,691.0
LightGBM Regressor,0.4775862889691845,,,,831.0
LightGBM Regressor,0.4937175261903433,,,,679.0
LightGBM Regressor,0.4686791128685828,,,,961.0
LightGBM Regressor,0.49755062980625436,,,,654.0
LightGBM Regressor,0.46276960016244906,,,,1316.0
LightGBM Regressor,0.47183868727895106,,,,914.0
LightGBM Regressor,0.46152647739997593,,,,1791.0
LightGBM Regressor,0.4618119833770951,,,,1834.0
LightGBM Regressor,0.4626688331774467,,,,1332.0
LightGBM Regressor,0.5101855822474057,,,,580.0
LightGBM Regressor,0.4618966442329545,,,,1419.0
LightGBM Regressor,0.4913265850518605,,,,697.0
LightGBM Regressor,0.4617313056636713,,,,1407.0
LightGBM Regressor,0.46419226345952064,,,,1156.0
LightGBM Regressor,0.5380583670408587,,,,467.0
LightGBM Regressor,0.4686791128685828,,,,961.0
FNN Regressor,0.6186666537140586,220.0,128.0,0.01,
FNN Regressor,0.6188552819414491,220.0,128.0,0.03,
LightGBM Regressor,0.5419328291446738,,,,451.0
LightGBM Regressor,0.4617313056636713,,,,1407.0
LightGBM Regressor,0.4634141844547203,,,,1223.0
LightGBM Regressor,0.5631669480631418,,,,379.0
LightGBM Regressor,0.534821241932133,,,,476.0
XGBoost Regressor,0.43134661293825377,,,,384.0
XGBoost Regressor,0.4288662068475073,,,,155.0
XGBoost Regressor,0.43134661293825377,,,,774.0
LightGBM Regressor,0.5348034177282809,,,,475.0
LightGBM Regressor,0.5299106033370278,,,,495.0
LightGBM Regressor,0.5818294522240038,,,,329.0
LightGBM Regressor,0.4795460309261997,,,,811.0
XGBoost Regressor,0.43134661293825377,,,,1174.0
XGBoost Regressor,0.4306460474809738,,,,219.0
XGBoost Regressor,0.43134661293825377,,,,356.0
XGBoost Regressor,0.43134661293825377,,,,1113.0
XGBoost Regressor,0.43134661293825377,,,,1472.0
XGBoost Regressor,0.43134661293825377,,,,1754.0
XGBoost Regressor,0.43134661293825377,,,,1222.0
XGBoost Regressor,0.43134661293825377,,,,674.0
XGBoost Regressor,0.43134661293825377,,,,394.0
XGBoost Regressor,0.43134661293825377,,,,1258.0
XGBoost Regressor,0.43134661293825377,,,,453.0
XGBoost Regressor,0.43134661293825377,,,,1194.0
XGBoost Regressor,0.43134661293825377,,,,1889.0
XGBoost Regressor,0.43134661293825377,,,,1447.0
XGBoost Regressor,0.43134661293825377,,,,1542.0
XGBoost Regressor,0.43134661293825377,,,,1695.0
LightGBM Regressor,0.5119202348637881,,,,571.0
LightGBM Regressor,0.5097216820779356,,,,583.0
LightGBM Regressor,0.4822040864805869,,,,780.0
LightGBM Regressor,0.471572563497808,,,,922.0
LightGBM Regressor,0.46773105776894014,,,,992.0
LightGBM Regressor,0.46150586948146577,,,,1677.0
LightGBM Regressor,0.46158101475098845,,,,1452.0
LightGBM Regressor,0.46192602921457043,,,,1976.0
LightGBM Regressor,0.46147943088673393,,,,1798.0
LightGBM Regressor,0.4639012515292993,,,,1199.0
LightGBM Regressor,0.5677469003420378,,,,363.0
LightGBM Regressor,0.7536741760991431,,,,92.0
FNN Regressor,0.5824903331949212,220.0,128.0,0.03,
XGBoost Regressor,0.43134661293825377,,,,1528.0
XGBoost Regressor,0.43134661293825377,,,,1538.0
XGBoost Regressor,0.43134661293825377,,,,1562.0
XGBoost Regressor,0.43134661293825377,,,,1002.0
XGBoost Regressor,0.43134661293825377,,,,480.0
XGBoost Regressor,0.4296792761288703,,,,138.0
XGBoost Regressor,0.43134661293825377,,,,843.0
XGBoost Regressor,0.43134661293825377,,,,1650.0
XGBoost Regressor,0.43134661293825377,,,,1168.0
XGBoost Regressor,0.43134661293825377,,,,1829.0
XGBoost Regressor,0.43134661293825377,,,,1363.0
FNN Regressor,0.6091683261998,220.0,64.0,0.03,
FNN Regressor,1.2822320327786096,220.0,64.0,0.003,
FNN Regressor,1.0894790227111153,220.0,64.0,0.003,
FNN Regressor,0.5710364187890827,220.0,64.0,0.03,
FNN Regressor,0.940868291432497,180.0,64.0,0.03,
FNN Regressor,2.4095558559753494,100.0,64.0,0.03,
FNN Regressor,2.5368447586293117,100.0,64.0,0.03,
MLP Regressor,2.285442475409538,490.0,256.0,0.001,
MLP Regressor,3.9740675633639966,300.0,256.0,0.001,
MLP Regressor,2.3301841117479816,300.0,128.0,0.001,
MLP Regressor,2.6110550947216384,300.0,64.0,0.001,
MLP Regressor,3.7771869280830983,300.0,64.0,0.003,
MLP Regressor,4.189114838827757,170.0,64.0,0.003,
MLP Regressor,4.415827499233871,120.0,64.0,0.003,
MLP Regressor,4.542932267917553,100.0,64.0,0.003,
MLP Regressor,4.731724913307578,60.0,64.0,0.003,
MLP Regressor,4.616676683204111,60.0,32.0,0.003,
MLP Regressor,5.765939798274516,60.0,32.0,0.003,
MLP Regressor,3.945683118277341,220.0,32.0,0.003,
MLP Regressor,2.61452077113867,360.0,32.0,0.003,
MLP Regressor,2.528616831617453,360.0,64.0,0.003,
MLP Regressor,3.6276141709674183,330.0,64.0,0.003,
MLP Regressor,3.070541587106441,430.0,64.0,0.003,
MLP Regressor,2.664269401104715,430.0,32.0,0.003,
MLP Regressor,3.3313370018466864,290.0,32.0,0.003,
XGBoost Regressor,0.43134661293825377,,,,1471.0
XGBoost Regressor,0.43134661293825377,,,,1443.0
XGBoost Regressor,0.43134661293825377,,,,1706.0
XGBoost Regressor,0.43134661293825377,,,,1655.0
XGBoost Regressor,0.43134661293825377,,,,854.0
LightGBM Regressor,0.467354139558395,,,,998.0
LightGBM Regressor,0.46619118919021246,,,,1026.0
LightGBM Regressor,0.7675011232422111,,,,82.0
LightGBM Regressor,0.4916035622392345,,,,695.0
LightGBM Regressor,0.46147400067094224,,,,1620.0
LightGBM Regressor,0.46136441569657705,,,,1765.0
LightGBM Regressor,0.47870134238337786,,,,819.0
LightGBM Regressor,0.5054532080780413,,,,605.0
LightGBM Regressor,0.4936906382428062,,,,678.0
LightGBM Regressor,0.4978673895439831,,,,652.0
LightGBM Regressor,0.4849519738422494,,,,751.0
LightGBM Regressor,0.5892445175622696,,,,311.0
FNN Regressor,0.8349251945198782,260.0,64.0,0.03,
FNN Regressor,0.584370256691766,180.0,64.0,0.03,
FNN Regressor,0.6257334456842047,180.0,64.0,0.01,
FNN Regressor,0.6123544340356561,180.0,64.0,0.01,
FNN Regressor,1.150408766587594,180.0,64.0,0.003,
XGBoost Regressor,0.43134661293825377,,,,1416.0
XGBoost Regressor,0.43134661293825377,,,,1017.0
XGBoost Regressor,0.43134661293825377,,,,475.0
XGBoost Regressor,0.43134661293825377,,,,331.0
XGBoost Regressor,0.43134661293825377,,,,847.0
XGBoost Regressor,0.43134661293825377,,,,879.0
XGBoost Regressor,0.43134661293825377,,,,804.0
XGBoost Regressor,0.43134661293825377,,,,1457.0
XGBoost Regressor,0.43134661293825377,,,,1273.0
XGBoost Regressor,0.43134661293825377,,,,752.0
XGBoost Regressor,0.43134661293825377,,,,617.0
XGBoost Regressor,0.4313466128308224,,,,318.0
XGBoost Regressor,0.4313466129133592,,,,328.0
XGBoost Regressor,0.43134661293825377,,,,1080.0
XGBoost Regressor,0.43134661293825377,,,,1283.0
XGBoost Regressor,0.43134661293825377,,,,666.0
XGBoost Regressor,0.43134661293825377,,,,1326.0
XGBoost Regressor,0.43134661293825377,,,,1352.0
XGBoost Regressor,0.43134661293825377,,,,1443.0
XGBoost Regressor,0.43134661293825377,,,,1457.0
FNN Regressor,0.589264166117995,310.0,64.0,0.003,
FNN Regressor,0.637557284190772,310.0,64.0,0.03,
XGBoost Regressor,0.43134661293825377,,,,1941.0
XGBoost Regressor,0.43134661293825377,,,,1597.0
XGBoost Regressor,0.43134661293825377,,,,1902.0
XGBoost Regressor,0.43134661293825377,,,,1421.0
XGBoost Regressor,0.43134661293825377,,,,1263.0
XGBoost Regressor,0.43134661293825377,,,,1710.0
XGBoost Regressor,0.43134661293825377,,,,1049.0
XGBoost Regressor,0.43134661293825377,,,,367.0
XGBoost Regressor,0.43134661293825377,,,,784.0
XGBoost Regressor,0.43134661293825377,,,,729.0
XGBoost Regressor,0.43134661293825377,,,,921.0
XGBoost Regressor,0.43134661293825377,,,,1071.0
XGBoost Regressor,0.43134661293825377,,,,1700.0
XGBoost Regressor,0.43134661293825377,,,,1284.0
XGBoost Regressor,0.43134661293825377,,,,397.0
XGBoost Regressor,0.43104310927855555,,,,119.0
XGBoost Regressor,0.43134661293825377,,,,616.0
XGBoost Regressor,0.43042308113558714,,,,209.0
XGBoost Regressor,0.43134661293825377,,,,1063.0
XGBoost Regressor,0.43134661293825377,,,,1140.0
XGBoost Regressor,0.43134661293825377,,,,1241.0
XGBoost Regressor,0.43134661293825377,,,,653.0
XGBoost Regressor,0.43134661293825377,,,,394.0
XGBoost Regressor,0.43134661293825377,,,,767.0
XGBoost Regressor,0.43134661293825377,,,,684.0
XGBoost Regressor,0.43134661293825377,,,,1287.0
XGBoost Regressor,0.43134661293825377,,,,1904.0
XGBoost Regressor,0.43134661293825377,,,,1993.0
XGBoost Regressor,0.43134661293825377,,,,1502.0
XGBoost Regressor,0.43134661293825377,,,,587.0
XGBoost Regressor,0.43134661293825377,,,,381.0
XGBoost Regressor,0.43134661293825377,,,,853.0
XGBoost Regressor,0.43134661293825377,,,,1089.0
XGBoost Regressor,0.43134661293825377,,,,1559.0
XGBoost Regressor,0.43134661293825377,,,,1986.0
XGBoost Regressor,0.43134661293825377,,,,1484.0
XGBoost Regressor,0.43134661293825377,,,,701.0
XGBoost Regressor,0.43134661293825377,,,,1146.0
XGBoost Regressor,0.43134661293825377,,,,1509.0
XGBoost Regressor,0.43134661293825377,,,,957.0
XGBoost Regressor,0.43134661293825377,,,,1920.0
LightGBM Regressor,0.4767633622896942,,,,842.0
LightGBM Regressor,0.4705634708515277,,,,935.0
LightGBM Regressor,0.5886912874976081,,,,313.0
LightGBM Regressor,0.4640371820476666,,,,1114.0
LightGBM Regressor,0.5384156262543521,,,,464.0
LightGBM Regressor,0.462941823407901,,,,1300.0
LightGBM Regressor,0.46190304793215625,,,,1964.0
LightGBM Regressor,0.463932794866723,,,,1136.0
LightGBM Regressor,0.4639217948645516,,,,1187.0
LightGBM Regressor,0.461761705112083,,,,1843.0
LightGBM Regressor,0.4620687190744847,,,,1979.0
LightGBM Regressor,0.4616475565772505,,,,1935.0
LightGBM Regressor,0.4637871373598632,,,,1126.0
LightGBM Regressor,0.47932458493370156,,,,814.0
LightGBM Regressor,0.4779672004300402,,,,826.0
LightGBM Regressor,0.46978701225581126,,,,944.0
LightGBM Regressor,0.4694860785821872,,,,952.0
LightGBM Regressor,0.46584416080623064,,,,1044.0
LightGBM Regressor,0.6117124233887319,,,,269.0
LightGBM Regressor,0.6713906946980784,,,,184.0
LightGBM Regressor,0.5840510487444536,,,,325.0
LightGBM Regressor,0.4632073290101251,,,,1243.0
LightGBM Regressor,0.5052108318892302,,,,607.0
LightGBM Regressor,0.4669108406205298,,,,1007.0
LightGBM Regressor,0.4972588041896261,,,,658.0
LightGBM Regressor,0.4650564599717466,,,,1066.0
LightGBM Regressor,0.4615978029732733,,,,1753.0
XGBoost Regressor,0.43134661293825377,,,,1841.0
XGBoost Regressor,0.43134661293825377,,,,1111.0
XGBoost Regressor,0.43134661293825377,,,,1134.0
XGBoost Regressor,0.43134661293825377,,,,1807.0
LightGBM Regressor,0.4627980986306443,,,,1296.0
LightGBM Regressor,0.4767888490693074,,,,840.0
FNN Regressor,0.6025262303062185,220.0,64.0,0.03,
LightGBM Regressor,0.46200169759208914,,,,1594.0
Logistic Regressor,4.233383322964521,350.0,128.0,0.01,
Logistic Regressor,4.1251859505339405,350.0,32.0,0.01,
FNN Regressor,0.6378864539342775,390.0,64.0,0.03,
FNN Regressor,0.5480972143884694,390.0,128.0,0.03,
FNN Regressor,0.552701820515925,400.0,128.0,0.03,
FNN Regressor,0.7259712887451412,190.0,128.0,0.03,
FNN Regressor,0.6247316931978303,190.0,128.0,0.03,
FNN Regressor,0.5503332927417414,190.0,64.0,0.03,
FNN Regressor,0.582906741445274,370.0,64.0,0.03,
FNN Regressor,0.5618671582455913,380.0,64.0,0.03,
FNN Regressor,0.6577874728577904,380.0,256.0,0.03,
FNN Regressor,0.598242886578027,380.0,256.0,0.03,
FNN Regressor,0.5724098411698911,380.0,256.0,0.01,
FNN Regressor,4.576716088704702,380.0,256.0,0.001,
FNN Regressor,4.402209989286892,380.0,128.0,0.001,
XGBoost Regressor,0.43134661293825377,,,,861.0
XGBoost Regressor,0.43134661293825377,,,,1480.0
